,Holding Period Returns,,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,VWRETD,SPRTRN
23.12.92,-0.0057,-0.00802,-0.00718,-0.00324,0.014085,0.010283,-0.0012,-0.00291
24.12.92,0,0.00404,0.001447,0,0,-0.00255,0.00203,0.001686
28.12.92,0.002865,0.006036,0.004335,0.006494,0.004167,0.010204,-0.00075,-0.00141
29.12.92,-0.01143,-0.014,-0.00719,0,-0.01521,-0.0202,-0.00027,-0.00266
30.12.92,-0.00723,-0.00406,0.004348,0.007742,-0.01124,0.005155,0.002177,0.001918
31.12.92,-0.00582,-0.00407,-0.01299,-0.00323,-0.01136,-0.00769,-0.0014,-0.00709
04.01.93,-0.00293,0.00409,0,0,-0.00575,0.007752,-0.00261,-0.00076
05.01.93,0.016153,0.010183,0.011696,-0.01618,0.052023,0,-0.00148,-0.00239
06.01.93,0.028902,-0.00403,-0.00434,0.009868,0.083791,0.010256,0.001458,0.000414
07.01.93,-0.01966,-0.00202,-0.0029,-0.01954,0.010139,0.015228,-0.00737,-0.00872
08.01.93,-0.00143,-0.01623,-0.00146,0.006645,-0.00878,-0.01,-0.00388,-0.0039
11.01.93,0.022956,-0.00206,-0.00875,0.013201,0.036709,-0.01768,0.004115,0.004428
12.01.93,0.007013,-0.00826,0.001471,0.006515,-0.00366,0.020566,0.000164,0.000209
13.01.93,0.016713,0.004167,-0.00441,0.012945,0.079657,0.012594,0.00488,0.004617
14.01.93,0,0.002075,0.001475,0.031949,0.023837,0.034826,0.007284,0.00672
15.01.93,-0.01644,-0.00414,-0.00295,0.003096,-0.00887,0.002404,0.003705,0.002776
18.01.93,-0.00557,-0.01247,0,0.018519,0.043624,-0.0048,0.000168,-0.00071
19.01.93,-0.0098,-0.00842,-0.00591,0.009091,-0.01608,-0.01687,-0.00232,-0.00391
20.01.93,0,-0.00637,-0.01783,-0.03003,-0.01852,0.014706,-0.00228,-0.00405
21.01.93,0.01273,-0.00641,0.01059,-0.01548,-0.00555,0,0.004063,0.004892
22.01.93,-0.0014,0,0.010479,0.003145,-0.00446,0.014493,0.002739,0.001424
25.01.93,-0.00979,0.043011,0.007407,-0.0094,0.011211,0.007143,0.007554,0.008943
26.01.93,-0.00565,0.010309,0.001471,0.018987,0.015299,0.002364,0.000711,-0.00014
27.01.93,-0.01989,-0.01225,-0.00587,0.037267,-0.0153,0.004717,-0.00528,-0.00418
28.01.93,0.008696,0.018595,0.01034,-0.02994,-0.03219,0.011737,0.000012,0.001255
29.01.93,-0.00575,-0.00811,0.00731,0.003086,-0.02064,-0.01392,0.001096,0.000274
01.02.93,0.011561,0.006135,0.001451,0.009231,0.042155,0.018824,0.008218,0.008524
02.02.93,0.017143,0.012195,-0.01449,0.003049,0,0.025219,0.001567,0.00009
03.02.93,-0.00702,0.004016,0.013235,0.012158,-0.02135,0.031674,0.009287,0.010484
04.02.93,-0.03819,0.00352,0.005806,0.012012,0.003444,0.028509,0.005605,0.005277
05.02.93,0.047059,-0.00202,0.002886,0.017804,-0.02174,-0.04051,-0.00281,-0.0014
08.02.93,-0.03652,0.016162,-0.00144,-0.00292,-0.00702,0.008889,-0.00178,-0.00241
09.02.93,-0.02187,-0.00596,-0.00144,-0.00877,0.041225,-0.02203,-0.00629,-0.00563
10.02.93,0.019374,-0.002,0.001443,0,0.036199,0.015766,0.002272,0.002021
11.02.93,-0.00292,0,-0.00432,0.00295,-0.01856,0.006652,0.002934,0.003205
12.02.93,-0.01906,-0.01002,-0.01592,-0.01471,-0.01224,-0.01322,-0.00566,-0.00688
16.02.93,-0.04185,0.006073,-0.02353,-0.03284,-0.04617,-0.06027,-0.02587,-0.024
17.02.93,0.00156,-0.00604,-0.00602,-0.00926,0.024793,0.004751,-0.00395,-0.00141
18.02.93,0.017134,0.002024,-0.00758,-0.00935,0.013825,0.002364,-0.00139,-0.00323
19.02.93,-0.02297,0.038384,0.00458,0.034591,0.048864,0.037736,0.004324,0.005372
22.02.93,-0.03762,0.003891,0.010638,0.018237,-0.00758,-0.01818,-0.00121,0.002349
23.02.93,0.035831,-0.0155,0.004511,-0.02687,-0.01092,-0.03704,-0.00028,-0.00101
24.02.93,0.055031,0,0.007485,0.027607,0.039735,0.014423,0.013806,0.01396
25.02.93,0.005961,0.001969,0.004458,-0.00597,0.002123,0.047393,0.004025,0.003334
26.02.93,-0.01185,0,-0.00444,-0.02703,-0.01271,-0.00679,0.003171,0.002351
01.03.93,-0.02249,0.003929,-0.00892,0.012346,-0.01073,-0.00228,-0.0013,-0.00309
02.03.93,0.038344,0.009785,0.025487,0.021341,0.036876,0.037671,0.011545,0.013325
03.03.93,0.001477,-0.00775,0.00883,0.002985,0.003138,0.016502,0.004879,0.003036
04.03.93,-0.0118,0.005859,-0.0073,-0.02381,-0.01043,-0.02273,-0.00363,-0.00427
05.03.93,-0.01194,-0.01748,0.008824,-0.00305,-0.02424,0.013289,-0.00131,-0.00275
08.03.93,0.010574,0.019763,0.020408,0.024465,0.028078,0.04918,0.015261,0.019278
09.03.93,0.007474,-0.00581,-0.00286,0.023881,-0.0084,0.11875,0.000967,-0.00068
10.03.93,0.008902,-0.0039,0.005731,0.026239,-0.00742,0.047486,0.004799,0.004247
11.03.93,0.017647,-0.00783,-0.00285,-0.01421,-0.00213,0.024,-0.00339,-0.00572
12.03.93,0.028902,-0.01183,-0.01143,-0.01441,0.006417,0.03125,-0.00709,-0.00857
15.03.93,-0.01545,0.00998,-0.00145,0,0.008502,0.005051,0.003225,0.003557
16.03.93,0.001427,0.011858,0.005789,0.011696,0.009484,-0.03769,-0.00037,-0.00013
17.03.93,-0.02707,0.001953,0.002878,-0.0289,-0.04175,-0.02611,-0.00679,-0.00678
18.03.93,-0.00146,0.011696,0.014347,-0.00595,0.008715,0.008043,0.006451,0.007986
19.03.93,-0.01173,-0.00385,0.002829,-0.01497,-0.01728,-0.03989,-0.00436,-0.00378
22.03.93,-0.01039,0.003868,0.002821,0.006079,-0.00659,0.00554,-0.00408,-0.00289
23.03.93,-0.003,-0.00385,-0.00844,-0.01511,-0.00443,-0.01102,-0.00055,-0.00027
24.03.93,0.037594,0.005803,0.019858,-0.02147,0.015556,0.033426,-0.00147,-0.00154
25.03.93,0.013043,0.009615,0.002782,0.003135,0.009847,-0.0027,0.006467,0.006271
26.03.93,-0.00858,-0.00571,-0.00416,0.015625,-0.01083,0.013514,-0.00367,-0.00688
29.03.93,0.004329,0.015326,0.005571,0.012308,0.001095,-0.00533,0.00425,0.006677
30.03.93,0.045977,0.003774,0.006925,-0.00912,0.010941,0.002681,0.003785,0.002662
31.03.93,0.016484,-0.00564,-0.01926,-0.0011,-0.00433,-0.01337,0.001576,-0.00066
01.04.93,0.005405,-0.00945,0.00561,0.009288,-0.03044,-0.02981,-0.00326,-0.00303
02.04.93,-0.03495,0.009542,-0.00697,-0.04601,-0.03587,0.00838,-0.01904,-0.01979
05.04.93,0.019499,0.013233,0.005618,0.025723,0.024419,-0.00554,0.001161,0.002039
06.04.93,-0.01913,0.009328,0.02095,-0.01567,0.012486,-0.01393,-0.00407,-0.00256
07.04.93,0.005571,0.009242,0.004104,0.025478,0.022422,0.033898,0.003153,0.003559
08.04.93,-0.01385,-0.00366,0.002725,0,-0.00877,-0.00546,-0.00207,-0.00201
12.04.93,0.01264,0.011029,0.013587,0.052795,0.039823,0.024725,0.012223,0.014779
13.04.93,-0.01387,-0.00364,-0.00134,0.023599,-0.04149,0.050938,0.003372,0.001896
14.04.93,0.001406,0.001825,0.013423,-0.01441,0.00111,0.017857,-0.00028,-0.00125
15.04.93,-0.02107,-0.00911,0.013245,-0.03509,-0.00998,-0.03008,-0.00154,-0.00058
16.04.93,-0.00144,0.014706,-0.00392,0.00303,-0.01456,-0.01292,0.000321,0.001204
19.04.93,0,-0.0163,-0.00263,-0.01813,-0.11136,-0.01833,-0.00333,-0.0033
20.04.93,-0.00287,-0.01842,-0.00658,-0.00923,0.033248,-0.016,-0.00492,-0.00527
21.04.93,-0.02161,-0.00563,-0.01589,-0.01242,0.017327,-0.01355,-0.00158,-0.0033
22.04.93,-0.01915,-0.00566,-0.00673,-0.01572,-0.06569,0.005495,-0.0068,-0.0094
23.04.93,-0.02252,-0.02467,0.009485,-0.03195,-0.03385,-0.00546,-0.00514,-0.00553
26.04.93,-0.01229,0.001946,-0.01208,-0.0264,-0.05687,-0.08517,-0.00957,-0.00799
27.04.93,0.026439,0.015534,0.005435,0.027119,0.052933,0.057057,0.008342,0.01031
28.04.93,0.042424,0.005736,-0.02297,0.009901,0.027174,0.017045,0.001652,0.000023
29.04.93,-0.00581,0.003802,0.013831,0.009804,0.013228,-0.00838,0.002207,0.001986
30.04.93,0,0,-0.01091,-0.00971,-0.00653,0.03662,0.003901,0.002962
03.05.93,0.00731,0.003788,0.002759,0.003268,0.019711,-0.02174,0.005281,0.005157
04.05.93,0.021771,-0.01132,-0.01238,0.029316,0.045103,0.017444,0.005633,0.003594
05.05.93,0.014205,-0.00954,0.027855,-0.02532,0.001233,-0.00548,0.003123,0.001058
06.05.93,-0.02241,0.007707,0.01355,-0.01299,-0.00246,-0.00826,-0.00266,-0.00284
07.05.93,-0.00287,-0.00811,0.008021,-0.00987,0.007407,-0.00833,-0.00122,-0.00214
10.05.93,0.024425,-0.0078,-0.00133,0.016611,0.004902,0.030812,0.001903,0.001108
11.05.93,-0.01543,0.001965,-0.01195,0.03268,-0.02927,0.008152,0.003066,0.003523
12.05.93,-0.01425,0.005882,0.004032,-0.00317,-0.01508,0.002695,0.000346,0.00099
13.05.93,-0.00867,-0.00975,-0.01205,-0.05397,-0.00128,-0.01613,-0.01059,-0.01252
14.05.93,-0.00292,0.003937,0.01084,-0.01678,-0.00383,-0.03006,-0.0002,0.000751
17.05.93,0.011696,0.009804,0.004021,-0.01365,0.015385,0.002817,0.001104,0.001843
18.05.93,0.023121,-0.00194,-0.01469,-0.00346,0.022727,0.008427,0.000836,-0.00011
19.05.93,0.045198,0.005837,0.01084,0.038194,0.032099,0.008357,0.013577,0.016465
20.05.93,0.017568,0.009671,-0.00268,0.010033,-0.00239,0.024862,0.006615,0.006748
21.05.93,-0.01726,-0.00766,-0.00941,-0.03311,-0.00719,-0.0027,-0.00749,-0.01054
24.05.93,-0.00405,0.003861,0.006784,0.010274,0.002415,-0.00541,0.002865,0.004845
25.05.93,-0.0095,0,-0.00539,0.013559,0,-0.00272,0.002931,0.001897
26.05.93,0.043836,-0.00577,0.00813,0.050167,0.06506,0.032698,0.009676,0.010226
27.05.93,-0.01181,0.003868,0.009409,-0.02229,0.020362,0,-0.00144,-0.00227
28.05.93,-0.01594,0.009634,-0.01198,0,-0.01663,-0.02111,-0.0038,-0.00491
01.06.93,0.039136,-0.00573,0.013477,0.016287,0.041714,0,0.007018,0.008085
02.06.93,-0.0052,-0.00384,0.006702,-0.02564,-0.00649,0.016173,0.000652,0.000044
03.06.93,-0.01175,0.001927,0.00133,-0.00329,-0.00763,-0.01061,-0.00181,-0.003
04.06.93,-0.00661,0.003846,-0.00266,-0.0198,-0.00988,-0.01341,-0.0053,-0.00537
07.06.93,-0.00798,0.001916,-0.00266,-0.04377,0.031042,-0.04348,-0.00638,-0.00527
08.06.93,-0.01072,0.013384,-0.00267,0.021127,-0.02581,0.008523,-0.0073,-0.00666
09.06.93,-0.01355,0.016981,0,0.027586,-0.01325,-0.00563,0.00275,0.002406
10.06.93,0.001374,-0.00557,0,0.003356,-0.02237,-0.00283,-0.00096,-0.0009
11.06.93,-0.0192,-0.02612,0.009371,0.0301,0.034325,0.005682,0.003408,0.004221
14.06.93,0.032168,0.003831,-0.01459,0.00974,0.011062,0.036723,0.001399,0.001006
15.06.93,0.00271,-0.01145,0.013459,0,0.010941,-0.0109,-0.00123,-0.00322
16.06.93,-0.01351,0.023166,0.01328,0.003215,-0.02165,0,0.001555,0.002599
17.06.93,-0.00411,0.013208,-0.00131,0.012821,-0.00664,0,0.002259,0.002481
18.06.93,-0.03714,-0.02048,-0.00394,-0.01582,-0.01336,-0.00826,-0.00859,-0.01084
21.06.93,0.012857,-0.0038,0.003953,0.032154,0.024831,0.016667,0.003798,0.005725
22.06.93,-0.00705,0.009542,-0.00263,0.018692,-0.02203,0.005464,-0.00074,-0.00065
23.06.93,0.007102,-0.01323,0.010526,-0.02752,-0.00901,-0.00544,-0.00408,-0.00614
24.06.93,-0.00141,0.003831,-0.00521,0.022013,-0.02273,0.076503,0.006708,0.007739
25.06.93,0,-0.00191,-0.00785,0.006154,0.016279,0.01269,0.003483,0.002194
28.06.93,0.019774,0.011472,0.006596,0.024465,0.025172,0.055138,0.009659,0.009495
29.06.93,-0.01385,-0.01323,0.002621,-0.016,0.008929,-0.0095,-0.00196,-0.00257
30.06.93,-0.01124,0.01341,0.001307,0,-0.02655,0.009592,0.001333,-0.00036
01.07.93,-0.00994,-0.01512,-0.00653,-0.00612,-0.01818,-0.01425,-0.00156,-0.00335
02.07.93,0.001435,-0.00768,0.005256,-0.01846,-0.00232,-0.02651,-0.00434,-0.00708
06.07.93,-0.01433,-0.00967,-0.01046,0.009404,-0.0116,-0.00743,-0.00734,-0.00989
07.07.93,-0.03052,0.003906,0,0.003106,-0.01174,0.032419,0.001197,0.003172
08.07.93,0.017991,0.001946,0.025099,0.006192,0.04038,0.033816,0.009441,0.01312
09.07.93,-0.00295,-0.00777,0,-0.00615,0.022831,-0.02336,0.00074,-0.00114
12.07.93,-0.01034,0.009785,0.003866,0.003096,-0.0067,0.033493,0.001871,0.001897
13.07.93,-0.01194,0.003876,0.006418,-0.02469,-0.02023,-0.03009,-0.0004,-0.00198
14.07.93,0.018127,-0.00193,0.006378,-0.01266,-0.02064,-0.01671,0.003844,0.004441
15.07.93,-0.0089,-0.0058,0.002535,0.019231,-0.01171,0.007282,-0.00198,-0.00191
16.07.93,-0.02844,-0.01167,0.010114,0.003145,-0.04265,-0.00723,-0.00679,-0.00773
19.07.93,-0.02928,0.019685,-0.00376,-0.00314,0.007426,0.01699,-0.00134,0.000628
20.07.93,0.022222,-0.00965,-0.00377,0,0.022113,0.019093,0.002482,0.00287
21.07.93,-0.01863,0,-0.00126,0.015723,-0.01683,0.01171,-0.00077,-0.00029
22.07.93,-0.01741,0,-0.0101,-0.01238,-0.02201,-0.03009,-0.00554,-0.00597
23.07.93,0,0.015595,-0.00255,0.009404,0.035,0.02148,0.004529,0.005827
26.07.93,0.008052,0.007678,0.01023,0.012422,0.022705,0,0.005446,0.004451
27.07.93,-0.03514,0.015238,-0.00506,-0.01227,0.002364,0,-0.00191,-0.00189
28.07.93,0.036424,-0.00188,-0.00509,0.015528,0.011792,0.004673,-0.00039,-0.00234
29.07.93,0.009585,-0.00564,0.01023,0.006116,-0.01166,0.011628,0.005467,0.00682
30.07.93,-0.06329,-0.00756,-0.00253,0.00304,-0.01415,-0.0069,-0.00344,-0.00469
02.08.93,-0.01689,0.005714,0.005076,-0.00606,0.007177,0.00463,0.004143,0.004508
03.08.93,0.003436,-0.01326,-0.00379,0.015244,0.007126,0.016897,-0.00018,-0.00196
04.08.93,0,-0.0096,-0.0038,0.015015,0.037736,-0.00227,0.000112,-0.00163
05.08.93,0.023973,-0.00775,0.012723,0,0.013636,-0.01139,-0.00104,-0.00091
06.08.93,-0.02007,0.011719,-0.00126,-0.00592,0.026906,0.013825,0.001613,0.001227
09.08.93,-0.00341,0.009189,0,0,0.008734,0.031818,0.004831,0.004547
10.08.93,-0.0274,0.003868,-0.00377,-0.01191,-0.01515,0,-0.00124,-0.00282
11.08.93,0.019366,-0.00771,-0.00253,-0.00301,0.032967,-0.01101,0.001405,0.002247
12.08.93,0.022453,0.003883,-0.00633,-0.00302,0.002128,-0.00223,-0.0029,-0.00333
13.08.93,0.016892,0.003868,-0.00764,0.006061,0.014862,-0.00223,0.001828,0.002628
16.08.93,0.033223,-0.00193,0.003851,-0.01807,0.077406,-0.00671,0.005157,0.004976
17.08.93,-0.00643,-0.01544,-0.00767,-0.01841,0.009709,-0.00676,0.003131,0.001658
18.08.93,0,0.007843,0.001289,0,0.007692,-0.00454,0.005703,0.006422
19.08.93,-0.03884,0.003891,-0.00515,-0.0125,-0.0229,0.027335,0.000393,0.000855
20.08.93,0.026936,0.003876,0.020699,-0.00317,-0.00391,-0.01996,0.000156,-0.00059
23.08.93,0.009836,-0.00193,-0.00887,0.003175,0.007843,0.011312,-0.00111,-0.00204
24.08.93,-0.01461,0.007737,0.008951,0.022152,-0.01167,0.011186,0.008786,0.009973
25.08.93,-0.02142,0.011516,0.001267,0,-0.01575,0.00885,0.000602,0.000783
26.08.93,-0.02862,0.005693,0,0.006192,0.014,0.019737,0.000624,0.001978
27.08.93,-0.00347,-0.01321,-0.0076,0,0.003945,-0.01936,-0.00054,-0.00109
30.08.93,0.010435,-0.00382,0.005102,-0.00615,0.005894,0.011696,0.003012,0.002953
31.08.93,0.034423,0.003839,-0.00254,0.006192,0.003906,0.026012,0.004464,0.003594
01.09.93,0.021631,-0.00382,-0.00127,-0.01539,-0.01167,0.011268,0.000428,-0.00088
02.09.93,-0.00163,-0.01152,-0.00637,0,-0.00787,-0.0195,-0.00175,-0.00399
03.09.93,-0.01142,0.017476,-0.00256,0.0125,-0.00397,0.008523,0.000642,0.000087
07.09.93,-0.0132,-0.00763,-0.00257,0.012346,-0.01195,-0.01409,-0.00768,-0.00611
08.09.93,-0.00334,0.007692,-0.00773,0,0.016129,-0.02857,-0.00667,-0.00408
09.09.93,0.02349,-0.00954,-0.0039,0.051829,0.027778,0.029412,0.003951,0.001861
10.09.93,0.022951,0.011561,0.007823,0.02029,0.011583,0.028571,0.008274,0.009224
13.09.93,-0.02083,-0.00381,0.001294,-0.02273,-0.01145,0.013889,-0.00012,0.000736
14.09.93,-0.01473,0.001912,0.01292,0.008721,-0.02317,0.019178,-0.0052,-0.00468
15.09.93,0.016611,0.009542,0.001276,0,0.025692,0.013441,0.003539,0.003696
16.09.93,-0.00654,-0.00945,0.001274,-0.00288,-0.01349,-0.00265,-0.00225,-0.0047
17.09.93,0,-0.00763,0.005089,0.00289,0.003906,0.005319,-0.0008,-0.00131
20.09.93,-0.00493,-0.00385,-0.00881,0.008646,0.013619,0,-0.00554,-0.00824
21.09.93,0.004959,0.005792,-0.009,-0.01429,0.001919,-0.02646,-0.00577,-0.00462
22.09.93,0.016447,-0.00384,0.001297,0.008696,0.030651,0.029891,0.008293,0.007175
23.09.93,0.019417,-0.00578,-0.00259,0.014368,0.016729,0.021108,0.004651,0.003376
24.09.93,0.015873,0.015504,-0.01429,0.002833,0.005484,0.002584,0.000868,-0.00024
27.09.93,0.028125,0,0.017128,0.014124,0.023636,0.010309,0.007645,0.009112
28.09.93,0.021277,0.001908,-0.00648,0.005571,0.033748,0.010204,0.000729,-0.00059
29.09.93,-0.01191,0.015238,-0.00522,-0.00554,0.006873,-0.00758,-0.00165,-0.00308
30.09.93,-0.00602,-0.01689,0.005242,0.010139,-0.03413,-0.02799,-0.00075,-0.00257
01.10.93,-0.00606,0.01145,0,0.002778,0.031802,0.005236,0.003288,0.005142
04.10.93,0.007622,-0.00943,0.003911,0.00277,-0.00343,-0.00521,0.000751,0.000108
05.10.93,0.007564,0.001905,-0.00649,-0.00276,-0.0378,0.005236,-0.00028,-0.0003
06.10.93,0.01952,-0.0038,-0.00131,0.00554,-0.01071,-0.00781,0.000005,-0.001
07.10.93,-0.00884,0,0.001309,0,-0.00722,-0.01837,-0.00289,-0.00339
08.10.93,0.004458,-0.00191,0.003922,-0.01102,0.021818,-0.00535,0.001722,0.002461
11.10.93,-0.00592,-0.00574,0.005208,0.008357,-0.06762,0.002688,0.00211,0.001238
12.10.93,0.002976,0.001923,-0.01036,0.005525,-0.00763,0.034853,0.002526,0.000521
13.10.93,-0.01187,-0.0096,0.006545,0.013736,-0.02308,-0.00518,0.002099,0.000802
14.10.93,-0.01351,0.003876,0.003901,-0.02168,0.019685,0.013021,0.008788,0.011571
15.10.93,-0.01674,0.007722,0.020725,-0.03601,0,-0.03342,0.004807,0.005719
18.10.93,0.027864,-0.00766,-0.00508,-0.03448,-0.02703,-0.01064,-0.00264,-0.00224
19.10.93,-0.03313,0.001931,0.001276,-0.02679,-0.01191,-0.02151,-0.00764,-0.00478
20.10.93,0.009346,0.001927,0.001274,0.012232,0.008032,-0.00824,-0.00096,-0.0003
21.10.93,-0.01852,-0.00577,-0.00891,0.015106,0.027888,-0.01108,-0.0006,-0.00152
22.10.93,0.011006,0,-0.01412,-0.00595,-0.00388,0,-0.00228,-0.00449
25.10.93,0.001555,0.015474,-0.0026,0.002994,-0.01167,-0.0112,0.000251,0.002007
26.10.93,-0.01242,0.001905,0.006527,-0.02388,0.004724,-0.017,-0.0013,0.000215
27.10.93,0.004717,-0.0019,0.010376,0,0.011765,-0.00865,0.002389,0.000668
28.10.93,-0.01096,0.00381,-0.00514,0,-0.0155,0.020349,0.005236,0.006715
29.10.93,0.014241,-0.00759,0.00129,-0.01835,-0.00394,0.005698,0.002568,0.000214
01.11.93,0.00936,-0.00382,0.005155,0.031153,0,-0.01133,0.002763,0.002715
02.11.93,-0.00773,-0.00192,-0.00385,-0.01813,-0.00791,-0.02579,-0.00075,-0.00141
03.11.93,-0.02181,-0.00577,-0.00772,-0.02769,-0.02988,-0.0531,-0.0119,-0.01157
04.11.93,-0.02548,0,-0.02724,-0.04114,-0.0308,0.003115,-0.01302,-0.01194
05.11.93,0.029412,0.005338,0.004,0.026403,0.029661,0.009317,0.004098,0.004547
08.11.93,-0.00318,-0.00389,-0.00398,-0.00965,-0.01235,0.036923,0.002853,0.001393
09.11.93,-0.00319,-0.00195,0.008,0.003247,0.016667,0.008902,0.001959,0.000261
10.11.93,0.039936,0.005871,0.001323,0.003236,0.040984,-0.00294,0.006413,0.007364
11.11.93,0.003072,-0.00778,-0.00793,-0.0129,0.003937,0,-0.00066,-0.00233
12.11.93,0.003063,-0.00588,0,0.006536,-0.01569,-0.01475,0.004443,0.005944
15.11.93,-0.01679,-0.00986,0.003995,-0.01623,-0.04383,-0.00898,-0.00423,-0.00352
16.11.93,0.021739,0,0.023873,0.009901,0.008333,-0.00906,0.003561,0.006447
17.11.93,-0.01824,0.015936,0.001295,-0.01307,-0.02686,-0.0061,-0.00526,-0.00414
18.11.93,-0.00619,0.011765,0.009056,-0.00993,-0.01699,-0.02454,-0.00391,-0.00256
19.11.93,-0.00156,-0.00388,0.007692,-0.01338,-0.01728,0.006289,-0.00288,-0.0022
22.11.93,-0.039,0,0,-0.02034,0.010989,-0.02188,-0.01059,-0.0075
23.11.93,0.00487,-0.00584,0.002545,0.024221,0.023913,0.035144,0.005314,0.004138
24.11.93,0.017771,-0.00979,-0.00761,0.003378,0.019108,-0.01852,0.004805,0.002885
26.11.93,0.003175,-0.02372,0.007673,0.010101,0.004167,0.006289,0.002376,0.001514
29.11.93,0.006329,0.002024,-0.00635,0.02,-0.00622,0.003125,-0.00214,-0.00251
30.11.93,0.006289,0.014141,0.005109,0.006536,0.02714,-0.00312,-0.00066,-0.00024
01.12.93,0.01875,-0.01195,0.002541,0.012987,0.020325,0.021875,0.003468,0.000217
02.12.93,0.016871,0.004032,0.013942,0.009615,0.003984,-0.00306,0.002415,0.002641
03.12.93,0.034691,0.006024,0.00125,0.003175,0.007937,0.015337,0.004064,0.003844
06.12.93,-0.0102,0.001996,0.002497,0.006329,-0.06299,0.036254,0.002906,0.003313
07.12.93,0.007364,-0.00199,-0.00623,0.018868,-0.0021,-0.01749,0.000597,0.000708
08.12.93,-0.02339,-0.00599,0.006266,-0.00309,0.002105,-0.00594,-0.00018,-0.00101
09.12.93,-0.02844,0,0.006227,0,-0.02521,0.002985,-0.00413,-0.00453
10.12.93,0.009245,0.01004,0.006188,-0.02167,-0.03017,-0.02083,-0.00056,-0.00054
13.12.93,-0.00611,0,-0.00615,-0.00633,0.022222,0,0.001851,0.003815
14.12.93,-0.0169,0.001988,0.013614,-0.00637,0,-0.02432,-0.00626,-0.00567
15.12.93,-0.00313,0.001984,0.009768,-0.00641,0.021739,-0.02492,-0.00197,-0.00264
16.12.93,0.003135,0.005941,0.001209,0.003226,0,0,0.002344,0.003248
17.12.93,0.00625,0.007874,0.0157,0.019293,-0.01277,0.015974,0.006309,0.006561
20.12.93,0.018634,-0.00391,-0.00832,0.022082,0.008621,-0.00629,-0.00063,-0.00114
21.12.93,0.006098,-0.0098,0.010791,-0.00617,0.017094,-0.01582,-0.00244,-0.00118
22.12.93,-0.01667,-0.00198,0,0.009317,0.037815,0.019293,0.003117,0.004341
23.12.93,-0.00308,0,0.007117,0,0.006073,0,0.001715,0.000128
27.12.93,-0.00464,0.019841,0.012674,0.018462,0.012072,0.009464,0.005823,0.006761
28.12.93,0.02795,-0.00389,-0.00234,-0.01209,0.017893,-0.0125,0.002453,0.00085
29.12.93,-0.01511,-0.00586,0,-0.01223,-0.01367,-0.01582,0.001306,-0.00076
30.12.93,-0.00307,0,-0.00587,0.006192,-0.00198,-0.02251,-0.00211,-0.00412
31.12.93,-0.00769,-0.00786,-0.00945,-0.00295,-0.01587,0.023026,-0.00056,-0.00467
03.01.94,-0.0062,0.009901,-0.00834,0.006231,-0.0121,0.038585,-0.00373,-0.00217
04.01.94,0.00468,0.007843,-0.00361,0.003096,0.040816,0.003096,0.00282,0.003115
05.01.94,0.021739,0.005837,-0.00603,-0.00926,0.007843,-0.00617,0.00237,0.001414
06.01.94,0.028875,-0.0058,0.008495,-0.01558,-0.00389,-0.00932,-0.0006,-0.00092
07.01.94,0.007386,-0.00778,0.004813,0.028481,0.029297,0.028213,0.00466,0.005951
10.01.94,0.005865,0.013725,0.00479,0.015385,0.017078,-0.01524,0.008585,0.011428
11.01.94,-0.00583,-0.00193,0.007151,-0.00606,-0.00373,-0.00929,-0.00142,-0.0024
12.01.94,0.002933,0.005814,0.00355,0.003049,0.024345,0,0.000369,0.000084
13.01.94,-0.00146,0.011561,-0.00708,0.009119,-0.00548,-0.00313,-0.00146,-0.00359
14.01.94,0.002928,-0.01333,0.014252,0,0.007353,0,0.004685,0.005164
17.01.94,-0.01022,0.003861,0.003513,0,-0.03285,-0.0094,-0.00183,-0.00339
18.01.94,-0.00148,-0.00192,0.011669,-0.0241,0.015094,0,0.001393,0.002007
19.01.94,-0.01625,0.009634,0.00346,-0.0463,-0.07063,0.003165,-0.00038,0.000105
20.01.94,0.036036,0.013359,-0.0023,-0.01618,0.02,-0.00946,0.001714,0.001434
21.01.94,0,-0.00377,-0.00461,-0.00987,0.021569,0,-0.00062,-0.00055
24.01.94,-0.01159,0,-0.00232,0.003322,0.005758,0.006369,-0.0044,-0.00579
25.01.94,-0.00147,0.00189,-0.00696,-0.01325,-0.00573,0.003165,-0.00255,-0.00223
26.01.94,-0.01028,-0.00189,-0.00467,0.016779,-0.02227,0.015773,0.004027,0.004842
27.01.94,0,-0.00756,0.016432,0.016502,0.009823,0.021739,0.00732,0.008136
28.01.94,0.007418,0.001905,-0.00346,0.016234,0.013619,0.009119,0.004214,0.003459
31.01.94,0.002946,0.011407,-0.00116,0.009585,0.001919,0.01506,0.006028,0.006079
01.02.94,0,-0.00376,-0.00812,-0.02215,-0.00958,0.005935,-0.00232,-0.00413
02.02.94,-0.01322,0.013208,0.021053,0.012945,0.009671,0.014793,0.00428,0.004962
03.02.94,0.005952,-0.00186,0.005727,-0.03195,-0.03065,-0.02041,-0.00206,-0.00268
04.02.94,-0.03846,-0.01164,-0.02961,-0.0231,-0.02372,-0.07441,-0.02284,-0.02268
07.02.94,-0.00615,-0.00191,0.016432,0.006757,0.004049,0.022508,0.003108,0.004151
08.02.94,-0.02477,0,-0.00924,-0.01007,0.024194,-0.01258,0.000811,-0.00148
