,Holding Period Returns,,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,VWRETD,SPRTRN
21.10.04,-0.00484,-0.00123,0.004515,0.012081,0.011189,-0.00785,0.004419,0.002564
22.10.04,-0.02871,-0.00225,-0.01259,-0.0061,-0.01798,-0.00908,-0.00926,-0.00972
25.10.04,-0.00397,0.002259,-0.00152,-0.01201,0.000469,0.00047,-0.00011,-0.00085
26.10.04,0.009772,0.011883,0.022188,0.012696,0.004223,0.017849,0.013018,0.01487
27.10.04,0.008961,-0.00891,0.009515,0.014137,0.028037,0.014075,0.012505,0.012879
28.10.04,-0.00497,-0.00695,0.002356,0.012099,0.012273,0.016155,0.001128,0.001813
29.10.04,-0.00143,0.012549,0.002645,0.003118,-0.00045,0.002485,0.002338,0.002448
01.11.04,0.003933,-0.00813,-0.00205,-0.00259,0.008086,-0.00135,0.000812,0.000274
02.11.04,0.005698,-0.00799,0,0.001299,0.007576,0.013315,0.000015,0.000027
03.11.04,0.008144,0.017345,0.008223,0.007782,0.004423,0.008686,0.011657,0.011198
04.11.04,0.018616,0.018673,0.022138,0.020335,0.009263,0.017664,0.014327,0.016156
05.11.04,0.01069,0.003985,0.00285,-0.00732,0.020979,0.000868,0.003808,0.003874
08.11.04,-0.00102,-0.00437,-0.00199,-0.00178,-0.00557,0.002601,-0.00126,-0.0011
09.11.04,0.016735,-0.01176,0.008542,-0.00433,-0.00646,-0.00087,0.000583,-0.0007
10.11.04,-0.00134,0.007301,-0.00282,-0.00409,-0.00953,-0.00346,0.000524,-0.00101
11.11.04,0.008409,-0.0002,0.01359,0.005905,0.013561,0.00456,0.008921,0.009089
12.11.04,-0.00033,0.015304,0.01257,-0.00026,0.022443,0.01751,0.008839,0.00911
15.11.04,0.016683,-0.01666,-0.00414,-0.00026,0.003377,-0.0085,0.000476,-0.0003
16.11.04,-0.00986,-0.00343,0,-0.01762,0.002945,-0.01329,-0.00599,-0.00708
17.11.04,0.001844,0.011941,0.006925,-0.0052,0.020134,0.002823,0.006102,0.005538
18.11.04,-0.00368,0.001,0.013205,-0.01176,0.019737,-0.00585,0.000175,0.001362
19.11.04,-0.00776,0.006593,-0.01521,-0.01058,-0.02581,-0.01655,-0.00989,-0.01116
22.11.04,-0.00782,0.01052,-0.00496,0.003474,-0.00248,0.000443,0.006187,0.005896
23.11.04,-0.0045,0.005696,-0.00776,0.000266,-0.03029,0.000886,0.000871,-0.00026
24.11.04,0.004146,0.005664,-0.00475,0.003727,0.01027,0.006857,0.005132,0.004095
26.11.04,-0.0015,0.003107,-0.00561,-0.00027,-0.01694,-0.0022,0.001806,0.000753
29.11.04,0.006391,-0.00542,-0.00395,-0.01008,-0.00646,-0.01013,-0.00227,-0.00345
30.11.04,0.001494,-0.00234,0.0017,0.009113,-0.02949,-0.00467,-0.0033,-0.00403
01.12.04,0.016412,-0.00195,0.018665,0.016733,0.032172,0.026592,0.01407,0.014951
02.12.04,-0.00587,-0.01916,-0.00222,0.00418,-0.01688,-0.00392,-0.00162,-0.00087
03.12.04,0.005168,0.001993,-0.00306,-0.00989,0.05284,-0.0024,0.001254,0.000706
06.12.04,0.003672,-0.00259,-0.00447,0.001576,0.004182,0.011391,-0.00127,-0.00077
07.12.04,-0.00951,-0.00878,-0.01009,-0.00813,-0.02207,-0.00368,-0.0116,-0.01107
08.12.04,0.010713,0.006439,0.011328,-0.00688,-0.02002,0.006304,0.004088,0.004877
09.12.04,-0.00475,0.005998,0.008681,0.003728,-0.01087,0.00324,0.004165,0.005436
10.12.04,-0.00551,-0.00338,0.018601,-0.00159,-0.00879,-0.01141,-0.00032,-0.00104
13.12.04,0.006278,0.010369,0.021532,0.016476,0.003103,0.018732,0.008515,0.00899
14.12.04,-0.00073,-0.0002,-0.00267,0.012811,0.026955,0.002138,0.004299,0.003921
15.12.04,-0.00441,-0.00296,0.000267,0.007486,-0.0043,0.009388,0.003772,0.001945
16.12.04,0.001844,-0.00812,-0.00749,-0.00256,-0.01167,-0.0055,-0.00326,-0.00208
17.12.04,-0.00736,-0.00599,-0.0097,-0.01053,-0.00437,-0.00914,-0.00431,-0.00747
20.12.04,-0.00037,0.025301,0.009796,0.002077,-0.00307,0.001501,-0.00079,0.00036
21.12.04,0.004453,0.012338,0.001617,0.012176,0.034802,0.010709,0.009,0.00904
22.12.04,-0.00369,-0.00774,-0.00296,-0.00102,-0.0017,0.023734,0.003477,0.003418
23.12.04,0.001483,0.013258,-0.0019,0.003331,0.003838,0.009108,0.001099,0.000463
27.12.04,-0.00592,-0.02097,-0.00544,-0.00383,-0.00722,-0.00903,-0.00397,-0.00431
28.12.04,0.003724,0.003341,0.003281,0.005127,-0.00385,0.000828,0.008062,0.007154
29.12.04,-0.00186,0.001567,-0.00354,-0.00128,-0.00129,-0.00703,0.000633,-7.40E-05
30.12.04,-0.0052,-0.00196,0.001094,-0.00204,0,0.000417,0.000697,0.000082
31.12.04,-0.0015,0.004507,-0.00273,-0.00179,0.006021,0.003123,-0.00101,-0.00134
03.01.05,0.000749,-0.02283,0.002466,0.003589,-0.01368,0.001868,-0.01003,-0.00812
04.01.05,0.00374,-0.00679,-0.01203,-0.01022,-0.01994,-0.00849,-0.0128,-0.01167
05.01.05,-0.00224,-0.00523,-0.00609,0.002083,-0.00973,0.012537,-0.00612,-0.00363
06.01.05,-0.00112,0.01273,0.008071,0.005716,0.003126,0.009699,0.003484,0.003506
07.01.05,-0.00299,-0.00658,-0.00607,-0.00801,0.015138,-0.00572,-0.00222,-0.00143
10.01.05,0.004874,0.003816,-0.0025,-0.00339,0.003509,-0.00637,0.004218,0.003423
11.01.05,-0.00261,-0.0026,-0.0142,-0.00967,-0.01486,-0.00248,-0.00628,-0.0061
12.01.05,0.001871,0.014845,0.00791,0.002375,0.027507,-0.00311,0.004213,0.003981
13.01.05,-0.01904,-0.00079,-0.01261,-0.00579,-0.01468,-0.00978,-0.00686,-0.00863
14.01.05,-0.00571,0.010287,0.008232,0.001059,0.008764,-0.00189,0.006239,0.006005
18.01.05,0.007657,0.00842,0.012387,0.015604,-0.00348,0.013892,0.009228,0.009675
19.01.05,-0.01292,-0.00874,-0.01446,-0.01458,-0.01482,-0.0027,-0.00892,-0.00949
20.01.05,-0.00462,-0.00646,-0.00198,-0.01559,-0.00089,-0.00562,-0.00747,-0.00778
21.01.05,-0.00812,-0.00552,-0.00679,-0.01074,-0.00709,0.003349,-0.00462,-0.00642
24.01.05,0.00078,0.01368,0.0037,0.000814,-0.01918,0.008971,-0.00489,-0.00353
25.01.05,0.013635,0.003912,0.012479,-0.00054,0.012278,0.003102,0.002687,0.004004
26.01.05,-0.00038,0.007208,-0.00588,-0.00081,0.007188,-0.00062,0.006398,0.004844
27.01.05,0.003845,0.000967,0.003381,-0.00217,-0.00491,0.00165,0.000684,0.000409
28.01.05,0.002681,-0.00928,0.003931,0.006803,-0.00314,-0.00371,-0.00283,-0.00272
31.01.05,0.00382,0.006436,0.010629,0.008919,0.009442,0.013849,0.009457,0.00846
01.02.05,0.004186,0.032364,0.004152,0.004554,0.008009,0.008767,0.006867,0.006891
02.02.05,0.002653,0.01239,-0.00083,0.000533,-0.0022,0.004042,0.00388,0.003178
03.02.05,-0.01058,0.01094,-0.00497,-0.00347,-0.00531,-0.00181,-0.00261,-0.00277
04.02.05,0.005348,0.014123,0.00499,0.008024,0.027703,0.012818,0.010818,0.011043
07.02.05,-0.00608,0.00199,-0.00055,0.007429,-0.00391,-0.001,-0.00133,-0.00109
08.02.05,0.003058,0.011733,0.00552,-0.00553,0.021825,-0.00503,0.001189,0.000483
09.02.05,-0.00648,-0.0043,-0.00933,-0.00689,-0.0047,-0.00606,-0.00899,-0.00858
10.02.05,-0.00038,0.014404,-0.00111,-0.00133,0.008584,-0.00407,0.00449,0.004211
11.02.05,-0.00345,-0.00408,0.004993,0.000801,0.028511,0.008575,0.007828,0.006926
14.02.05,0.00154,0.012832,0.002484,0.000534,0.005792,-0.00304,0.001129,0.000697
15.02.05,0,0.001584,0.001927,0.001333,0.006582,0.003046,0.002768,0.0033
16.02.05,-0.0054,0.027407,-0.00467,-0.00586,-0.01349,-0.00445,0.001002,0.000182
17.02.05,-0.00543,-0.00599,-0.00525,-0.01473,-0.02113,-0.00773,-0.00712,-0.00792
18.02.05,-0.00663,0.02202,-0.00416,-0.00734,0.016504,-0.00471,0.000174,0.0007
22.02.05,-0.00981,-0.01953,-0.01477,-0.01589,-0.01082,-0.01277,-0.01372,-0.01451
23.02.05,-0.00119,0.020086,-0.00226,0.015308,-0.01894,0.008968,0.004849,0.005607
24.02.05,0.006746,0.028778,0.014176,0.005482,0.016731,-0.00165,0.007578,0.007894
25.02.05,-0.00473,0.034844,0.001969,0.007906,0.016456,-0.00041,0.009858,0.009307
28.02.05,-0.00356,0.00079,-0.01179,-0.01136,-0.00415,-0.0116,-0.00581,-0.00641
01.03.05,0.00477,-0.01911,0.000568,0.014774,0.026261,0.003353,0.005388,0.005658
02.03.05,-0.00079,0.00934,0.010789,-0.0027,-0.00406,0.005221,0.000323,-0.00027
03.03.05,-0.00356,0.005903,-0.0014,0.000541,-0.00082,-0.00332,0.000449,0.000322
04.03.05,0,0.008247,0.016034,0.01351,0.007347,0.008964,0.009635,0.009624
07.03.05,0.011919,-0.00897,0.000277,-0.00453,0.017423,0.001446,0.002396,0.00261
08.03.05,-0.00275,0.001587,-0.00194,-0.01071,-0.01235,0,-0.00437,-0.0048
09.03.05,-0.00354,-0.03661,-0.00887,-0.01272,0.001613,-0.01217,-0.00949,-0.01019
10.03.05,0.004741,-0.00691,0.010912,-0.00302,0.000403,0.005639,-0.00029,0.001856
11.03.05,-0.01337,0.011264,-0.00858,-0.00688,-0.02616,-0.00748,-0.00503,-0.00758
14.03.05,0.000797,0.003767,0.011167,0.009416,0.002893,0.008998,0.005694,0.005625
15.03.05,-0.00797,-0.01518,-0.00607,-0.00549,-0.01607,-0.00871,-0.00629,-0.00752
16.03.05,-0.01124,-0.00099,-0.01083,0,-0.01424,-0.009,-0.00774,-0.00808
17.03.05,-0.00365,0.019904,-0.00674,-0.00276,-0.00552,-0.00274,0.002439,0.001801
18.03.05,-0.00937,0.018865,0.014419,-0.00387,0,-0.00826,-0.00155,-0.00047
21.03.05,-0.00453,-0.00798,0.003623,-0.00611,0.003845,-0.02327,-0.00438,-0.00493
22.03.05,-0.00868,-0.02011,-0.01416,-0.0204,-0.02043,-0.02885,-0.00872,-0.0102
23.03.05,0.00792,-0.0133,0,-0.00371,0.016073,0.000225,-0.0026,0.0007
24.03.05,0.004136,-0.01814,0.006479,0,-0.00898,0.001575,0.000349,-0.00095
28.03.05,-0.0033,-0.00186,0.006717,-0.00229,0.005177,0.005615,0.000873,0.002441
29.03.05,-0.01157,-0.01053,-0.01223,-0.00775,-0.00644,-0.00938,-0.00809,-0.0076
30.03.05,0.010033,0.016647,0.018857,0.0107,0.014687,0.012852,0.013137,0.013773
31.03.05,0.000414,0.006077,-0.00387,-0.01001,-0.01107,0.000445,0.001236,-0.00069
01.04.05,-0.00207,0.01594,-0.01636,-0.01012,-0.00947,-0.00712,-0.00548,-0.0065
04.04.05,0.00456,0.001652,-0.00648,-0.00409,-0.00348,-0.00067,0.002123,0.002728
05.04.05,0.009905,-0.00973,0.007378,0.023986,0.008722,0.007849,0.003686,0.004481
06.04.05,0.008173,0.013986,0,0.002892,-0.00346,0.004673,0.002552,0.002269
07.04.05,0.01743,-0.00082,0.007887,0.00346,0.015618,0.006866,0.005286,0.005971
08.04.05,-0.00637,-0.0138,-0.00112,-0.00862,-0.00513,-0.00132,-0.00845,-0.00835
11.04.05,0.001203,0.004666,0.002238,0.003478,-0.0073,0.004626,-0.00077,0.000008
12.04.05,0.014017,0.002322,0.007538,0.012132,0.004325,0.018417,0.005014,0.005545
13.04.05,-0.01106,-0.02118,-0.01247,-0.01341,-0.01723,-0.01378,-0.01183,-0.01176
14.04.05,-0.00799,-0.00676,-0.00393,-0.01099,-0.01446,-0.00895,-0.01106,-0.01
15.04.05,-0.0153,-0.04357,0.007042,-0.00761,-0.01645,0.007709,-0.01578,-0.01672
18.04.05,0.007768,0.018865,0.006993,0.020925,0.004069,0.010055,0.003009,0.002941
19.04.05,-0.00081,0.024105,0,0.008949,0.01891,0.00303,0.008082,0.005934
20.04.05,-0.01259,-0.02541,-0.01333,-0.00544,0.001326,-0.00475,-0.01265,-0.01326
21.04.05,0.039474,0.037452,0.016892,0.008055,0.030891,0.003035,0.017862,0.019736
22.04.05,-0.01187,0.002362,-0.00055,-0.00485,-0.00514,0.001081,-0.00711,-0.00675
25.04.05,0.0004,0.009088,0.007756,0.008603,0.007315,0.009931,0.008939,0.008662
26.04.05,-0.0092,-0.01151,-0.0055,-0.00256,-0.00385,-0.00342,-0.00856,-0.00892
27.04.05,0.009289,-0.01502,0.006081,0.011973,0.008148,0.009224,0.001883,0.004029
28.04.05,-0.02161,-0.04077,-0.02006,-0.01352,-0.01361,-0.00893,-0.01156,-0.01138
29.04.05,0.034765,0.018393,0.014858,0.013421,0.01423,0.01667,0.0101,0.011922
02.05.05,-0.00277,0.01245,0.001381,0.002254,0.001275,-0.00916,0.005297,0.00459
03.05.05,0.005153,-0.02148,-0.00414,-0.00197,0.01189,0.005803,-0.00098,-0.00085
04.05.05,-0.00592,0.01292,0.00277,0.016901,0.015107,0.003633,0.013062,0.01247
05.05.05,0.000793,0.00996,-0.00967,-0.00554,0.006221,-0.00192,-0.0013,-0.00257
06.05.05,-0.0004,-0.00346,0,-0.00808,0.009481,-0.00619,-0.00008,-0.00109
09.05.05,-0.00436,0.007118,0.0106,0.009829,0.012658,0.005581,0.006437,0.006394
10.05.05,-0.00836,-0.01345,-0.01104,-0.0228,-0.00524,-0.01003,-0.00978,-0.01071
11.05.05,0.000402,0.006116,0.010047,0.004553,0.004054,0.0069,0.00326,0.004193
12.05.05,0.003613,-0.04311,-0.00884,-0.01331,0.002826,-0.00621,-0.01056,-0.01003
13.05.05,0.012,-0.02043,-0.00474,-0.01062,0.011272,-0.01077,-0.00512,-0.00458
16.05.05,0.010672,-0.00652,0.015126,0.008125,0.00836,0.019386,0.00972,0.010086
17.05.05,-0.00118,0.00956,0.006071,0.013529,0.014607,0.007692,0.00668,0.006957
18.05.05,0.009427,-0.0039,0.012068,0.023857,0.008949,0.012299,0.011391,0.010019
19.05.05,0.00856,0.021994,0.000542,0.003883,0.003085,0.002095,0.004916,0.004656
20.05.05,-0.00694,-0.01496,0.002167,-0.00359,0.013072,-0.00084,-0.00139,-0.00151
23.05.05,0.004274,0.013701,0.004865,-0.00416,0.005693,-0.00418,0.004609,0.003851
24.05.05,-0.00387,0.005297,-0.00296,-0.00056,0.017358,0.002311,0.00044,0.000176
25.05.05,-0.00155,0.011628,-0.00567,0.000557,0.001484,-0.00545,-0.00429,-0.0034
26.05.05,0.00739,0.009698,0.00217,0.000835,0.013704,-0.00148,0.006904,0.006395
27.05.05,0.006564,0.010317,-0.00162,-0.0039,0.000731,-0.00211,0.002759,0.000969
31.05.05,-0.01036,-0.01056,-0.01085,-0.0014,-0.0157,-0.0036,-0.00424,-0.00607
01.06.05,0.00155,0.016904,0.012336,0.00028,0.013724,0.012948,0.008962,0.009039
02.06.05,-0.00194,0.002975,-0.00081,-0.00056,0.009513,-0.00021,0.00223,0.00168
03.06.05,-0.01396,-0.00297,-0.00542,-0.00532,-0.00942,-0.00314,-0.00583,-0.00687
06.06.05,-0.00236,0.007874,-0.00245,-0.00113,-0.00585,0.002733,0.001709,0.001246
07.06.05,0.005518,-0.0026,0.006282,-0.00085,-0.01141,-0.00063,0.000036,-0.00021
08.06.05,-0.00431,-0.01253,-0.00109,0.005355,0.008935,0.001888,-0.0023,-0.00216
09.06.05,0.004331,0.030143,-0.00027,-0.00477,0.02214,-0.00147,0.005715,0.00524
10.06.05,-0.00314,-0.00103,-0.00435,-0.00197,-0.02599,-0.00084,-0.00146,-0.00235
13.06.05,-0.00472,0.001199,-0.00218,0.001976,0.000741,-0.00084,0.002674,0.002262
14.06.05,0.001976,0.001711,-0.00383,0.002817,-0.01111,-0.00399,0.003112,0.002573
15.06.05,-0.00394,0.011956,-0.00247,0.00309,0.008989,-0.00021,0.002894,0.002218
16.06.05,-0.00871,0.014684,-0.00578,0.005321,0.006682,0.002954,0.00513,0.00363
17.06.05,0,0.012808,0.0108,0.005014,0,-0.00168,0.003991,0.004955
20.06.05,0.002796,-0.00066,-0.00603,-0.00083,-0.00811,-0.0019,-0.00082,-0.00071
21.06.05,0.001593,-0.02202,-0.00358,-0.00028,0.010409,-0.00106,-0.0019,-0.00205
22.06.05,-0.00318,0.002689,-0.0119,0.006104,-0.00258,0.002536,0.001045,0.000222
23.06.05,0.009573,-0.01089,-0.02352,-0.0091,-0.01254,-0.0118,-0.00988,-0.01083
24.06.05,-0.01067,-0.01474,0.003462,-0.01002,-0.02503,0.001493,-0.00661,-0.00763
27.06.05,0.000399,0.019776,-0.00489,0.000562,-0.0092,-0.00383,-0.00043,-0.00074
28.06.05,0.000798,-0.00354,0.015602,0.009272,0.018175,0.005345,0.009694,0.009138
29.06.05,0.000798,-0.011,-0.00427,0.001114,-0.00304,-0.0051,-0.00038,-0.00143
30.06.05,-0.00996,-0.0166,-0.01,-0.0178,-0.00876,-0.01176,-0.0059,-0.0071
01.07.05,-0.00523,0.014616,0.002597,0.002265,0.007302,-0.00151,0.003715,0.002611
05.07.05,0.010927,0.031384,-0.00058,-0.00257,0.017932,0.006499,0.008492,0.008833
06.07.05,-0.01121,-0.01713,-0.01152,-0.01058,-0.00675,-0.00344,-0.00607,-0.00834
07.07.05,-0.00202,0.006936,-0.00408,-0.00405,0.002264,-0.00065,0.002716,0.002452
08.07.05,0.01785,-0.00202,0.023698,0.010157,0.027108,0.005187,0.011959,0.011679
11.07.05,0.007971,0.009596,0.00343,0.004309,0.015396,-0.0086,0.007192,0.006255
12.07.05,0.012653,-0.00133,-0.00029,0.008295,0.001805,-0.00239,0.002647,0.002272
13.07.05,0.001952,-0.00217,0.002279,0.006809,-0.00577,-0.00565,-0.00021,0.000884
14.07.05,0.012081,-0.01958,0.012791,0.005635,0.010511,0.016616,0.000448,0.002624
15.07.05,-0.00693,-0.00734,-0.00281,0.004763,0.015065,-0.00172,0.000998,0.001158
18.07.05,-0.00931,-0.00017,-0.00929,-0.00976,-0.00247,-0.03059,-0.00475,-0.00553
19.07.05,0.023875,0.010834,0.003693,-0.00845,0.017003,-0.01333,0.008001,0.006731
20.07.05,0.001147,0.003743,-0.00085,-0.00142,-0.04424,-0.00428,0.005591,0.004759
21.07.05,0.009546,-0.01881,-0.0085,0.006826,-0.01494,-0.00136,-0.00679,-0.00661
22.07.05,-0.02874,0.027811,0.002,0.00565,-0.01036,0.006115,0.005729,0.005411
25.07.05,0.000389,0.007395,-0.00855,-0.00449,-0.0086,0.002476,-0.00422,-0.00377
26.07.05,-0.00584,-0.00567,-0.00201,-0.00198,0.013956,0.001572,0.00194,0.001733
27.07.05,0.007048,0,0.002882,-0.00057,0.006322,-0.00471,0.004462,0.004573
28.07.05,0.001166,0.006711,0.002299,0.003112,0.010347,-0.00203,0.007125,0.005603
29.07.05,-0.00544,-0.02083,-0.0109,-0.00902,-0.00732,-0.00821,-0.00624,-0.00767
01.08.05,0.012105,0.00817,-0.00725,0.004553,-0.00107,0.004598,0.002079,0.000948
02.08.05,0.034336,0.009792,0,0.007082,0.016562,0.008467,0.007239,0.007099
03.08.05,0.016412,-0.01354,-0.00117,0.001688,0.005806,-0.00045,-0.00018,0.000739
04.08.05,0.002569,-0.00814,-0.00585,-0.00421,-0.02279,-0.00295,-0.00744,-0.00737
05.08.05,0.016105,-0.00735,-0.00588,-0.00592,-0.00889,-0.0066,-0.00849,-0.00764
08.08.05,-0.0227,0.013083,-0.00148,-0.00738,-0.00224,-0.00756,-0.00311,-0.00268
09.08.05,0.008109,0.010365,0.011256,0.001143,0.007113,0.006928,0.005463,0.006745
10.08.05,-0.01463,0.012277,-0.00762,-0.00657,-0.00074,-0.00688,-0.00038,-0.00183
11.08.05,0.011874,0.017529,0.018595,0.000287,-0.00223,0.00485,0.007424,0.007062
12.08.05,-0.00807,0.001641,-0.00753,-0.01436,-0.01902,0.002528,-0.00502,-0.00599
15.08.05,0.005915,-0.01032,-0.00117,0.00991,0.008362,0.003897,0.002582,0.002828
16.08.05,-0.01438,-0.02234,-0.00965,-0.00202,-0.01998,0.007993,-0.01145,-0.01178
17.08.05,0.007853,-0.01507,0.006493,-0.00347,0.003462,-0.00091,-0.00062,0.000738
18.08.05,-0.00482,-0.0012,-0.00323,0.005804,-0.00805,0.002494,-0.00209,-0.001
19.08.05,-0.00373,0.012218,-0.00118,-0.00346,-0.00889,-0.00113,0.001966,0.000566
22.08.05,0.007111,0.00425,0.000589,-0.00087,0.015984,0.000906,0.002571,0.001656
23.08.05,-0.00149,-0.00119,0,-0.00464,-0.01305,-0.01448,-0.00285,-0.00341
24.08.05,-0.00223,-0.00203,-0.01266,-0.01456,-0.00739,-0.01171,-0.0044,-0.00655
25.08.05,0.008206,0.005095,-0.00119,0.007976,-0.00274,0.005159,0.002225,0.002315
26.08.05,-0.00222,-0.01301,-0.00358,-0.01378,-0.00196,-0.00398,-0.00672,-0.00601
29.08.05,0.006674,0.000171,0.006591,0.007727,0.012593,0.010209,0.006148,0.005958
30.08.05,0.001105,0.003252,-0.01071,-0.00973,-0.00622,-0.00643,-0.00233,-0.00319
31.08.05,0.007358,0.02201,0.011131,0.009232,0.005866,0.011789,0.0117,0.009864
01.09.05,-0.00657,0.029716,-0.01398,0.005016,-0.01789,-0.00137,0.002394,0.001033
02.09.05,-0.00662,-0.01621,0.005733,0.001468,0.000792,0.003889,-0.0036,-0.00292
06.09.05,-0.00074,0.006262,0.018302,0.013486,0.016614,0.009572,0.011804,0.012619
07.09.05,-0.00556,0.006551,0.002062,0.009257,-0.00156,0.003612,0.00285,0.002408
08.09.05,-0.00894,-0.0026,-0.0047,-0.00717,0.016758,-0.00045,-0.00335,-0.00379
09.09.05,-0.00113,0.030995,0.003841,0.005196,-0.0322,0.003825,0.007813,0.007965
12.09.05,0.001129,-0.01076,0.013243,-0.00718,-0.0103,0.008967,-0.00065,-0.00074
13.09.05,-0.00489,-0.0104,-0.00436,-0.01215,-0.0036,0.002,-0.00707,-0.00755
14.09.05,-0.00642,0.009698,-0.00671,0.002635,-0.01647,-0.00266,-0.00339,-0.00328
15.09.05,-0.00152,-0.00016,0.009692,-0.00321,0.00245,0.001112,-4.30E-05,0.000464
16.09.05,-0.00761,0.019853,0.002618,0.025198,0.010591,0.009327,0.007278,0.008292
19.09.05,-0.00269,0.0146,-0.01219,-0.01143,-0.00524,-0.00198,-0.0043,-0.00557
20.09.05,-0.00615,-0.00155,-0.00617,-0.00174,-0.0081,-0.00463,-0.0074,-0.00786
21.09.05,-0.01355,0.006819,-0.00857,-0.01506,0.000817,-0.00731,-0.00936,-0.00912
22.09.05,-0.00589,0.000154,-0.00089,0.007057,0.002449,0.008032,0.002141,0.003652
23.09.05,-0.00276,-0.0177,0.003003,-0.00526,-0.00733,0.001328,0.001563,0.000552
26.09.05,0,0.012063,-0.00389,-0.0044,-0.00656,-0.00332,0.002421,0.00028
27.09.05,0.00277,0.00031,0.011121,-0.00118,-0.0161,0,-0.0003,0.000025
28.09.05,0.013023,0.001238,-0.00446,0.001181,0.005036,0.001996,0.001007,0.001012
29.09.05,0.010518,0.001546,0.004778,0.012677,0.022129,0.010181,0.008595,0.008867
30.09.05,-0.0081,-0.01944,0.000594,-0.01223,0.006944,-0.00263,0.002438,0.00092
03.10.05,-0.00894,-0.01653,-0.01307,0.0056,-0.00203,-0.00022,0.000358,-0.00172
04.10.05,-0.02039,-0.03105,-0.01144,-0.00528,-0.00407,-0.00374,-0.00966,-0.00997
05.10.05,-0.01241,-0.02642,-0.00518,-0.00446,-0.01755,-0.00154,-0.0168,-0.01489
06.10.05,0.002432,-0.00645,0.027846,0.006278,-0.01288,0.003534,-0.00628,-0.0041
07.10.05,-0.00566,0.017586,0.018756,0.00713,0.002525,-0.00044,0.004764,0.003701
10.10.05,-0.00529,-0.01846,-0.00672,-0.01121,-0.01679,-0.00396,-0.00736,-0.00717
11.10.05,-0.00204,0.015385,-0.00559,-0.00627,0,-0.00951,-0.00266,-0.00207
12.10.05,-0.00451,-0.00774,0,-0.0012,-0.00769,-0.00446,-0.00815,-0.00607
13.10.05,0.011934,-0.01323,0.006509,0.014427,-0.00172,0.002691,-0.00207,-0.00071
14.10.05,0.003253,0.008253,0.009406,0.009778,0.001293,0.007156,0.009477,0.008268
17.10.05,-0.00568,0.003752,-0.00961,-0.00235,0.009901,-0.00511,0.003384,0.002975
18.10.05,0.001631,-0.04349,-0.00029,-0.00677,0.011083,-0.00781,-0.01091,-0.01005
19.10.05,0.021164,0.015453,0.012059,0.028428,-0.00127,0.009672,0.014073,0.014956
20.10.05,-0.01196,-0.03446,-0.0154,0.000576,-0.00296,-0.01225,-0.01475,-0.01502
21.10.05,-0.0004,0.00308,-0.00443,0.010935,-0.0199,-0.00068,0.003543,0.00152
24.10.05,0.012914,0.026729,0.011859,0.017933,-0.00216,0.0167,0.016992,0.016777
25.10.05,-0.00279,0.006157,-0.00645,-0.00112,0.000433,0.002664,-0.00207,-0.00237
26.10.05,0.0032,-0.01748,-0.00619,0.010638,-0.00173,0.010627,-0.00456,-0.00431
27.10.05,-0.01036,-0.01068,-0.00356,-0.00194,-0.00997,-0.00526,-0.01211,-0.01048
28.10.05,0.027364,0.01277,0.013996,0.011379,0.021454,0.010791,0.015057,0.016549
31.10.05,0.006659,-0.00302,-0.00411,0.00494,0.007287,-0.00261,0.009497,0.007176
01.11.05,0.010117,0.004631,-0.00914,0.006281,-0.03617,-0.0083,-0.00221,-0.00352
02.11.05,0.01926,0.017376,0.00625,0.009498,0.031788,0.003304,0.012032,0.009977
03.11.05,-0.00076,0.020739,0.005028,-0.00296,0.025674,0.007464,0.004214,0.004264
04.11.05,0.008321,-0.01144,0.001177,0.005932,0.004186,0.0033,-0.00037,0.000164
07.11.05,0.013128,-0.01382,0,0.009917,0.021259,0.018202,0.002347,0.002188
08.11.05,0.001462,0.009807,-0.00764,-0.00902,0.002041,0.003661,-0.00336,-0.00345
09.11.05,-0.00331,0.002266,0.004739,0.010177,0.010183,0.004721,0.00196,0.00169
10.11.05,0.004822,-0.01826,0.017099,0.015907,0.017742,0.019436,0.006975,0.008446
11.11.05,0.007014,0.00124,0.004348,-0.00157,-0.00436,0.005657,0.00348,0.003055
14.11.05,0.002566,0.0023,-0.00722,-0.0034,0.00955,0.005,-0.00081,-0.00078
15.11.05,0.008409,-0.00388,0,-0.01049,-0.01143,-0.01202,-0.00467,-0.00385
16.11.05,0.008727,0.013291,0.00407,0.00212,-0.00837,0.000629,0.001549,0.00179
17.11.05,0.008291,0.003498,0.003474,0.003174,0.00965,0.005242,0.010687,0.009414
18.11.05,0.003575,0.015162,0.031448,0.002636,0.007567,0.009804,0.004054,0.004401
21.11.05,0.003206,0.019227,0.012587,-0.00552,-0.00198,0.002066,0.006444,0.005271
22.11.05,-0.00888,0.004885,-0.00387,0.010048,0.03604,0.008452,0.005487,0.005084
23.11.05,0.000358,0.00352,-0.00333,0.015183,0.018349,0.008585,0.003326,0.003473
25.11.05,-0.00573,0.004009,0.007234,0.002063,0.006381,0.003648,0.002473,0.002086
28.11.05,-0.00036,-0.02279,-0.00608,0.001029,0.001865,-0.00444,-0.00995,-0.00851
29.11.05,-0.00252,-0.00681,-0.00139,0.001542,-0.00298,-0.00426,0.000312,0.000016
30.11.05,0,-0.00531,-0.00585,-0.01822,-0.00373,-0.011,-0.00412,-0.00636
