,Prices,,,,,,
DATE,MSFT,XOM,GE,JPM,INTC,C,SPINDX
21.10.97,138.5,65.13,70.63,123.69,85.13,75.19,972.28
22.10.97,135.69,64.88,69.44,124.44,83.94,76.38,968.49
23.10.97,135.63,63.13,67.38,122.63,81.88,74.81,950.69
24.10.97,135.38,62.63,65.94,123.63,80,72.94,941.64
27.10.97,128.88,58,61.94,116.94,74.75,65,876.99
28.10.97,133.38,61.44,66.5,119.81,85,69.81,921.85
29.10.97,130.88,60.31,64.88,120.25,80.25,70.5,919.16
30.10.97,128.63,60.69,63.25,115.75,75.75,69.44,903.68
31.10.97,130,61.44,64.63,115.44,77,70,914.62
03.11.97,134.13,62.25,67.13,118.69,78.5,71.38,938.99
04.11.97,134.25,62.56,68.44,118.94,75.94,72.94,940.76
05.11.97,133.56,61.88,69.13,119.69,74.63,74.56,942.76
06.11.97,132.06,61.25,68.75,120.06,73.5,75.25,938.03
07.11.97,131.56,60.13,67.75,117.44,77.44,74.19,927.51
10.11.97,130.19,59.69,67,114.06,75.13,73.06,921.13
11.11.97,130.63,59.81,67.38,112.38,76.25,72.19,923.78
12.11.97,129.19,58.88,65.75,106.75,74.94,68.94,905.96
13.11.97,131.56,59.88,68.38,107.25,77.94,69.63,916.66
14.11.97,133.31,60.94,69.31,103.63,78.75,70.63,928.35
17.11.97,134.88,61.94,71.19,108.88,80.44,73.5,946.2
18.11.97,134,62.19,69.56,107.25,78.75,72.19,938.23
19.11.97,135.06,62.06,70.69,111.38,79.06,73.44,944.59
20.11.97,136.88,62.69,71.94,112.38,80.88,51,958.98
21.11.97,137.88,63.94,72.75,113.31,80.25,50.44,963.09
24.11.97,135.5,62.88,71.63,110,78.13,49.5,946.67
25.11.97,139,61.13,72.75,109.44,76.44,49.38,950.82
26.11.97,141.56,61.19,73.44,108.25,76.63,49.25,951.64
28.11.97,141.5,61,73.88,108.75,77.63,50.88,955.4
01.12.97,143.81,61.56,74,115,81.5,54.06,974.77
02.12.97,142.25,61.19,73.63,114,78.06,54.88,971.68
03.12.97,144.69,62.44,73,114.75,78.5,56.5,976.77
04.12.97,142.56,62.31,72.5,116.75,76.69,56.06,973.1
05.12.97,143.13,64,73.44,117.19,77.56,56,983.79
08.12.97,146.13,63.19,73.56,117.38,78.44,55.63,982.37
09.12.97,144.31,62.38,74.63,115.88,75.63,54.44,975.78
10.12.97,142.25,62.75,73.75,112.25,74.69,53.69,969.79
11.12.97,139.06,62.38,72.5,110.31,71.81,52.38,954.94
12.12.97,136.75,62,72.25,111.06,70.5,52.69,953.39
15.12.97,136.13,62.81,74.63,112.25,72.13,53.88,963.39
16.12.97,139.06,63.56,75.38,110.88,71.19,54.88,968.04
17.12.97,135.63,62.75,75,112,69.5,55.94,965.54
18.12.97,130.88,61.69,74,109.13,69.13,55.13,955.3
19.12.97,128.69,60.25,73,108.13,70,53,946.78
22.12.97,127,60.31,73.88,106.81,71.44,52,953.7
23.12.97,123.31,60.19,71.06,105.44,70.19,52.44,939.13
24.12.97,118.94,60.13,71.06,104.38,70.25,51.5,932.7
26.12.97,120.75,60.69,70.81,106.69,70.88,51.56,936.46
29.12.97,126.31,61.56,72.44,108.69,70.81,52.13,953.35
30.12.97,130.25,62.31,74.38,109.63,71.69,53.75,970.84
31.12.97,129.25,61.19,73.38,109.5,70.25,53.88,970.43
02.01.98,131.13,61.88,74,110.63,72.63,53.5,975.04
05.01.98,130.38,61.19,75.31,112.44,74.5,53.13,977.07
06.01.98,131.13,59,74.31,107.19,73.13,53.38,966.58
07.01.98,129.56,60.88,74.94,108.38,72.75,51.63,964
08.01.98,130.5,59.56,74.25,104.19,74.31,50.25,956.05
09.01.98,127,58.13,72.44,101.88,71.88,47.69,927.69
12.01.98,129.5,58.75,74.44,102.63,75.63,47.25,939.21
13.01.98,132.13,60.06,74.69,103.63,76.94,49.63,952.12
14.01.98,131.13,60.81,74.38,104.38,75.44,50.25,957.94
15.01.98,132.31,59.5,72.69,103.25,75.31,49.75,950.73
16.01.98,135.25,60.81,73.38,105.5,74.81,50.69,961.51
20.01.98,137.81,60.88,75.56,107.19,76.25,50.75,978.6
21.01.98,137,61.06,75.56,105.13,76.69,50,970.81
22.01.98,138.63,59.56,75.19,104.25,76.5,48.31,963.04
23.01.98,138.25,59.06,74.06,103.25,77.19,48,957.59
26.01.98,141.75,60.25,74.69,102.13,77.69,47.06,956.95
27.01.98,145.19,60.38,76.25,105.25,79.19,49.38,969.02
28.01.98,149,59.19,76.25,106,80.88,50.13,977.46
29.01.98,148.25,60.75,77.13,106.81,82,50.13,985.49
30.01.98,149.19,59.31,77.5,107.19,81,49.56,980.28
02.02.98,154.88,60.5,78.56,111.19,83.06,52.13,1001.27
03.02.98,155.88,60.81,77.56,114.25,86.31,53.25,1006
04.02.98,156.81,61.56,76.88,114.5,87.56,53.19,1006.9
05.02.98,155.44,61.94,76.69,114.56,86.5,53,1003.54
06.02.98,158.13,62,77.69,116.94,87.55,52.94,1012.46
09.02.98,157.19,62,77.06,121,85.81,53.13,1010.74
10.02.98,159.25,62.06,77.5,119.88,86.25,54.38,1019.01
11.02.98,158.94,62.69,78.44,119.69,85.06,54.13,1020.01
12.02.98,158.75,63.06,78.5,119.38,85,54.88,1024.14
13.02.98,157.5,63.13,77.81,118.19,83.81,54.63,1020.09
17.02.98,154.38,62.13,78.06,120.75,84.69,55.25,1022.76
18.02.98,154.63,63.81,78.44,121.81,86.94,55.75,1032.08
19.02.98,154.88,63.63,77.81,119.63,90.56,55.13,1028.28
20.02.98,155.13,64.31,78.19,119.81,91.81,56.06,1034.21
23.02.98,81.63,62.5,77.69,121.19,94.19,55.63,1038.14
24.02.98,82.13,62.75,76.75,119.75,92.38,55.06,1030.56
25.02.98,84.94,62.81,77.13,122.38,94,56,1042.9
26.02.98,85.5,63.06,77,123.75,92.31,56,1048.67
27.02.98,84.75,63.75,77.75,124.06,89.69,55.63,1049.34
02.03.98,83.31,63.5,76.56,123.75,87.63,54.88,1047.7
03.03.98,84.5,64.25,77.25,125.31,85.31,55.63,1052.02
04.03.98,82.31,63.44,76.31,122.44,86.44,55.13,1047.33
05.03.98,80.06,62.94,76.38,120.5,75.56,55.63,1035.05
06.03.98,82.75,62.75,78.25,121.63,78.13,55.75,1055.69
09.03.98,79.59,62.5,78.5,118.56,75.06,55.5,1052.31
10.03.98,81.5,63.44,78.75,121.56,75.5,57.75,1064.25
11.03.98,80.69,63.94,79,124.69,75.88,59,1068.47
12.03.98,81.88,63.88,79.19,125.25,76.38,60,1069.92
13.03.98,82.38,64.31,78.31,125.25,76.63,60.38,1068.61
16.03.98,82,64.19,79.38,128.31,77.69,60.25,1079.27
17.03.98,80.38,62.94,80,134.75,76.75,61,1080.45
18.03.98,81.75,64.63,79.69,138.13,77,60.63,1085.52
19.03.98,82,64.81,80.06,135.25,77.31,60.81,1089.74
20.03.98,81.88,67.13,81.63,134.63,75.75,62,1099.16
23.03.98,83.88,68,80.44,132.69,75.06,60.56,1095.55
24.03.98,84.94,68.38,82.63,134.19,74.44,62,1105.65
25.03.98,88.81,67.75,82,133,76.25,62.5,1101.93
26.03.98,88.25,68.19,82.44,134.19,78.19,63.13,1100.8
27.03.98,87.81,67.63,83.5,134.13,78.88,62,1095.44
30.03.98,87.94,67.94,85.31,133.75,77.38,60.5,1093.6
31.03.98,89.5,67.63,86.19,134.88,78.06,60,1101.75
01.04.98,90.38,68.94,86.44,136,77.5,59.63,1108.15
02.04.98,91.31,69.88,87.75,139.31,76.38,61.25,1120.01
03.04.98,93,69.19,87.38,140.13,76.75,61.69,1122.7
06.04.98,89.94,68.44,86.81,147,73.88,73,1121.38
07.04.98,87.25,67.75,87.13,143.63,72.63,68.38,1109.55
08.04.98,88.94,66.13,86.13,140.25,72.56,67.25,1101.65
09.04.98,89,66.75,86.5,141.63,73.75,67.31,1110.67
13.04.98,88.63,67.69,86.81,146.38,76.25,66.5,1109.69
14.04.98,88.44,67.19,86.63,142.75,76,66.88,1115.75
15.04.98,91.38,68.69,86.56,140.06,74.88,64.75,1119.32
16.04.98,91.69,70.31,85.63,135.25,74.38,63.31,1108.17
17.04.98,92.13,72.06,87.25,137.25,75.19,64.75,1122.72
20.04.98,94.63,72.94,86.13,134.69,76.5,64.38,1123.65
21.04.98,94.88,73.31,86.06,139.13,78.94,65,1126.67
22.04.98,98.88,72.94,85.19,140.13,84.06,65.25,1130.54
23.04.98,94.5,73.75,84.44,136.5,83.25,63.75,1119.58
24.04.98,92.13,73.5,83.88,134.06,82.06,62.88,1107.9
27.04.98,90.31,74.31,82.44,132.63,80,61.25,1086.54
28.04.98,89.88,73.38,81.13,133.63,79.31,60.75,1085.11
29.04.98,90.5,72.94,82.31,135.13,80.13,60.69,1094.62
30.04.98,90.13,73.06,85.19,138.56,80.81,61.19,1111.75
01.05.98,89.63,75.63,85,140.88,82.13,62.19,1121
04.05.98,88.06,74.75,84.38,139.06,82,61.88,1122.07
05.05.98,87.75,74,83.31,137,81.88,61.13,1115.5
06.05.98,86.38,74.44,83.06,135.06,81.38,59.88,1104.92
07.05.98,83.38,73.25,81.88,136.25,81,60.25,1095.14
08.05.98,85.75,73.19,83.19,136.88,84.06,59.63,1108.14
11.05.98,84.25,72.94,83.19,138.56,82.5,60.69,1106.64
12.05.98,85.69,73.81,83.44,140.5,84.56,61.94,1115.79
13.05.98,86.94,73.63,84.63,139.5,84.81,61.63,1118.86
14.05.98,88.94,73.63,84.13,139.31,84.56,60.75,1117.37
15.05.98,89.44,73.69,82.63,142,80.31,62.63,1108.73
18.05.98,86.06,72.56,82.5,142.25,79.38,62.63,1105.82
19.05.98,86.5,72.31,82.88,144.88,79.56,63.56,1109.52
20.05.98,85.75,71.25,85.69,144.19,77,64.88,1119.06
21.05.98,86.38,70.38,85.94,143.75,74.13,63.44,1114.64
22.05.98,85.56,70.56,85,144.44,74.31,63.13,1110.47
26.05.98,83.63,69.56,82.81,139.31,74.69,62.75,1094.02
27.05.98,86,70.38,83.75,136.06,74.31,61.06,1092.23
28.05.98,86.31,70.94,84.38,136.44,73.5,61.63,1097.6
29.05.98,84.81,70.5,83.38,135.94,71.44,61.25,1090.82
01.06.98,83.75,70.63,82.88,134.06,68,63,1090.98
02.06.98,85.5,69.94,82.75,136.94,69.25,63.88,1093.22
03.06.98,84.31,69,81.31,135.63,65.94,62.5,1082.73
04.06.98,86.06,70.31,83.44,137.5,68.19,63.13,1094.83
05.06.98,86.25,71.81,84.75,140.25,69.81,64.38,1113.86
08.06.98,85.69,71.19,84.44,143.31,69.31,64.88,1115.72
09.06.98,87.06,69.94,84.81,141.56,70.19,64.63,1118.41
10.06.98,86,68.81,85.25,142,68.56,63.63,1112.28
11.06.98,85.31,68.06,84.19,140.06,68.56,62,1094.58
12.06.98,85.75,69.31,85.25,138.88,68.44,62.25,1098.84
15.06.98,85.94,68.5,83.88,68.19,66.88,59.88,1077.01
16.06.98,89.88,69.56,85.25,67.75,69.81,60,1087.59
17.06.98,91.06,71,87.56,69.63,69.25,62,1107.11
18.06.98,91.19,70.75,87.94,69.44,69.69,61.63,1106.37
19.06.98,94.69,70.06,87,70.38,70,61.31,1100.65
22.06.98,95.81,70.63,86.13,69.31,73.88,60.69,1103.21
23.06.98,100.75,71.81,88.13,70.19,75.25,60.94,1119.49
24.06.98,104.94,72.44,89.81,73.13,77.38,62.69,1132.88
25.06.98,101.56,72.5,89.75,72.38,75.63,62.06,1129.28
26.06.98,104.44,72.25,90.06,73.25,76.38,61.5,1133.2
29.06.98,107.44,71.5,90.88,75.63,75.81,61.44,1138.49
30.06.98,108.38,71.38,90.88,75.5,74.13,60.63,1133.84
01.07.98,109.38,72.94,91.19,75.5,75.19,63.13,1148.56
02.07.98,107.25,72.88,90.94,75.44,73.25,63.63,1146.42
06.07.98,107.81,73.31,91.88,77,73.48,63.81,1157.33
07.07.98,107.94,72.75,92.63,75,75.13,64.56,1154.66
08.07.98,109.88,73.19,93.31,73.63,78.31,69.25,1166.38
09.07.98,111,71.75,94.13,73.63,79.75,68.38,1158.56
10.07.98,113.19,71.69,93.81,74.5,79.75,69,1164.33
13.07.98,117.56,70.5,93.56,74.38,82.38,70.06,1165.19
14.07.98,116.5,72.06,95.06,75.5,80.69,71.06,1177.58
15.07.98,117.38,71.63,94.06,75.19,84.25,70.38,1174.81
16.07.98,117.38,71.38,95.75,75,84.25,70.94,1183.99
17.07.98,117.94,72.38,96.69,74.94,83.13,71.69,1186.75
20.07.98,117,70.56,95.5,75,81.75,72.63,1184.1
21.07.98,112.81,70.19,92.94,71.5,81.63,69,1165.07
22.07.98,116.75,71.81,91.38,72.94,82.38,69.25,1164.08
23.07.98,113,70.13,90,73.13,82.56,67.13,1139.75
24.07.98,113.81,70.38,91.69,73.63,83.06,66.5,1140.8
27.07.98,116.75,71.44,92,73.75,86.06,67.5,1147.27
28.07.98,112.25,69.63,90.81,73.38,85.63,66,1130.24
29.07.98,110.69,70.69,89.5,72.56,84.63,66.25,1125.21
30.07.98,113.44,72.13,91.31,74.63,87.63,68.31,1142.95
31.07.98,109.94,70.25,89.44,75.63,84.44,67.25,1120.67
03.08.98,108.44,68.5,89.5,74.81,84.81,65.31,1112.44
04.08.98,104.5,67.13,85.44,69.63,81.94,61.81,1072.12
05.08.98,104.31,66.19,86.75,71.38,84.13,62.75,1081.43
06.08.98,106.88,64.94,88.81,71.5,87,63.13,1089.63
07.08.98,105.88,66.94,88.13,69.19,86.69,61.19,1089.45
10.08.98,104.44,67.63,87.81,68.5,86.63,61.56,1083.14
11.08.98,103.44,68,87.31,65.75,84.56,58.75,1068.98
12.08.98,105.06,67.06,89.38,66.19,85.63,59.19,1084.22
13.08.98,103.94,68.19,87.88,64.13,85.25,56.75,1074.91
14.08.98,104.25,68.38,87.44,64.38,86.19,56,1062.75
17.08.98,107.31,69.63,89.31,66.5,89.56,58.19,1083.67
18.08.98,111.25,70.19,90.75,69.19,91.44,59.56,1101.2
19.08.98,110.56,70.75,91.25,67.88,89.56,58.19,1098.06
20.08.98,112.56,71.31,90.44,65.38,86,56.19,1091.6
21.08.98,110.63,70.88,89.63,63.69,84.94,54.63,1081.24
24.08.98,110.38,70.56,89.75,64.06,84.63,53.88,1088.14
25.08.98,112.81,70.38,90.31,64.13,84.42,55.13,1092.85
26.08.98,112.56,70.38,90.44,64.25,83,54.63,1084.19
27.08.98,109.25,69.25,86.56,58.13,79.75,50.5,1042.59
28.08.98,105.25,67.56,85.88,56.5,77,48.31,1027.14
31.08.98,95.94,65.44,80,52.5,71.19,44.38,957.28
01.09.98,101.25,66.38,82.69,54.88,76,43.38,994.26
02.09.98,100.56,64,80.38,54.88,74.88,44.5,990.48
03.09.98,99.25,63.94,77.75,49.25,76.75,41.13,982.26
04.09.98,96.63,66.06,75.88,45.38,78.25,39.06,973.89
08.09.98,101.97,67.44,81.88,47.13,81.91,42.19,1023.46
09.09.98,102.25,68.69,80.19,44.63,81.25,40.06,1006.2
10.09.98,100.75,69.69,77.06,42.75,79.06,39.5,980.19
11.09.98,104.25,70.56,79.25,46,84.94,40.88,1009.06
14.09.98,106,70.5,79.13,46.25,85.81,41.5,1029.72
15.09.98,108.31,71.25,78.06,49.13,85.94,42.94,1037.68
16.09.98,108.19,69.81,79.88,49.94,85.06,43.13,1045.48
17.09.98,104.94,68.56,78.25,47.88,83,40.69,1018.87
18.09.98,105.38,68.13,77.88,47.44,83,40.19,1020.09
21.09.98,107.88,68.19,79.25,46.81,84.63,39.63,1023.89
22.09.98,109.19,67.06,79.88,46.13,83.56,39.38,1029.63
23.09.98,113.63,70.31,84.06,50.13,87.06,42.94,1066.09
24.09.98,110.13,69.38,81.75,46.38,85.31,39.63,1042.72
25.09.98,113.06,68.38,83.06,45.5,88.31,40.25,1044.75
28.09.98,111.31,68.06,83.56,44.56,87,40.5,1048.69
29.09.98,112.88,71.25,82.88,45,88.5,39.19,1049.02
30.09.98,110.06,70.63,79.56,43.13,85.75,37.5,1017.01
01.10.98,104.06,71.06,75.56,40.72,83.44,35.75,986.39
02.10.98,104.13,73,75.38,43.75,83.88,38.56,1002.6
05.10.98,101.19,74.88,73,41.5,80.56,34.5,988.56
06.10.98,97.63,75.75,73.75,41.06,79.63,34.5,984.59
07.10.98,94.13,74.06,75,40.25,79.06,31.75,970.68
08.10.98,91.19,71.69,71.56,40.5,78.44,32.5,959.44
09.10.98,96.88,70.75,72.5,42.81,83.81,35.44,984.39
12.10.98,99.75,71.81,74.06,43.06,85.44,34.94,997.71
13.10.98,96.44,73,76.13,42.69,83.56,34.72,994.8
14.10.98,100.19,74,77.63,41.69,82.56,35.63,1005.53
15.10.98,105.44,75.63,82,47,84.56,39.81,1047.49
16.10.98,105.06,76.31,83.81,49.09,83.75,41.81,1056.42
19.10.98,102.94,74.88,83.38,51.25,85,42.75,1062.39
20.10.98,100.25,76.56,82.25,53.06,84.56,45.31,1063.93
21.10.98,106.44,75.56,83.88,54,87.06,43.94,1069.92
22.10.98,110,71.75,86.5,56.06,87.38,45.06,1078.48
23.10.98,106.38,71.25,86.56,55.69,87.25,46.63,1070.67
26.10.98,107.06,71.19,85.88,54.5,88.94,46.31,1072.32
27.10.98,105.44,69.56,85.5,52,87.31,43.56,1065.34
28.10.98,105.69,70.44,84.94,52.38,89.22,44.31,1068.09
29.10.98,106.63,72.69,86.81,54.13,89.75,45.5,1085.93
30.10.98,105.88,71.63,87.5,56.81,89.19,47,1098.67
02.11.98,105.81,72.06,87.38,56.5,91.81,46.13,1111.6
03.11.98,105.19,73,88.5,56.25,90.44,44.13,1110.84
04.11.98,105.5,72,88.75,58,94.81,44.13,1118.67
05.11.98,106.38,72.88,90.81,60.38,94,45,1133.85
06.11.98,109.31,73.5,90.38,61,95.44,46.13,1141.01
09.11.98,110.69,72,88.75,58.31,96,44.88,1130.2
10.11.98,112.06,70.13,89.06,57.19,97.56,43.5,1128.26
11.11.98,111.06,70.25,87.19,56.63,103.69,42.38,1120.97
12.11.98,108.75,72.81,86.63,55.13,102.69,41.94,1117.69
13.11.98,110,72.88,88.19,57.19,103.75,43.38,1125.72
16.11.98,108.81,71.44,90.44,57.88,106.88,44.13,1135.87
17.11.98,111.88,70.56,90,61.25,108.5,45.31,1139.32
18.11.98,109.75,70.69,91.75,61.81,109.88,44.25,1144.48
19.11.98,111.75,69.88,92.56,61.5,112.88,44.44,1152.61
20.11.98,113.63,72,92.69,61.94,112.06,45.06,1163.55
23.11.98,119.19,72.06,94.63,65,113.56,49,1188.21
24.11.98,121.69,72.69,94.25,64.81,110.44,50.63,1182.99
25.11.98,124.25,72.69,93.19,65.63,109.75,52.38,1186.87
27.11.98,128.06,74.38,92.31,65.44,110,52.88,1192.33
30.11.98,122,75,90.38,63.44,107.63,50.25,1163.63
01.12.98,129.5,71.63,91.13,62.13,115,50,1175.28
02.12.98,126.75,71.25,90.94,63,113.56,50.31,1171.25
03.12.98,122.13,70.56,88.06,61.25,109.5,48.19,1150.14
04.12.98,127.38,71.5,90.13,64.13,116.31,49.56,1176.74
07.12.98,133.56,73,90.81,65,118.94,49.06,1187.7
08.12.98,131.19,73.19,90.44,64.63,120.06,48.5,1181.38
09.12.98,133.63,73.94,90,63.81,119.19,49.25,1183.49
10.12.98,131.56,73.75,88.44,62.75,114.63,47.94,1165.02
11.12.98,134,74.63,89.06,60.88,116.44,47.75,1166.46
14.12.98,127.94,74.44,86.81,58.81,111.56,46.06,1141.2
15.12.98,131.88,74,93.13,60.75,115.94,48.75,1162.83
16.12.98,133.75,75.56,92,63.5,114.13,47.63,1161.94
17.12.98,134.38,74.88,94.31,69.88,116.88,50,1179.98
18.12.98,137.81,75.94,96.88,69.5,120,49.88,1188.03
21.12.98,140.44,74.81,98.38,72.25,122.69,51.13,1202.84
22.12.98,138.44,74.94,99.06,71.75,119.06,50.44,1203.57
23.12.98,143.56,75.06,101.38,71.25,125,51.75,1228.54
24.12.98,141.75,74.63,100.94,70.75,125,51.63,1226.27
28.12.98,142.38,74.5,101.69,71.38,122.13,51.06,1225.49
29.12.98,140.5,75.63,103.25,72,121.06,51,1241.81
30.12.98,139,74.63,102.31,72,119.19,50.56,1231.93
31.12.98,138.69,73.13,102,71,118.56,49.69,1229.23
04.01.99,141,72.63,100.56,71.88,120.81,50.31,1228.1
05.01.99,146.5,72,102.69,72.44,123.25,51.25,1244.78
06.01.99,151.25,74.88,104.69,74,129.5,54.38,1272.34
07.01.99,150.5,74.75,102.94,77.06,129.25,58.5,1269.73
08.01.99,149.88,74.31,102.38,75.5,129.69,57.94,1275.09
11.01.99,147.5,71.25,99.69,76.25,139.75,57.75,1263.88
12.01.99,142.19,70.75,97.75,73.88,135.56,55.75,1239.51
13.01.99,143.81,70.5,96.56,71.63,139,52.19,1234.4
14.01.99,141.75,69.75,97.06,68.25,133.75,50.88,1212.19
15.01.99,149.75,71.06,100.75,70.88,135.38,51.5,1243.26
19.01.99,155.63,71.06,101.44,74.38,139.38,51.56,1252
20.01.99,162.63,71,100.38,77.13,138.25,53.25,1256.62
21.01.99,158.31,71.13,99.31,75.38,133.5,52.44,1235.16
22.01.99,156.25,71.38,97.88,71.88,128.88,51.63,1225.19
25.01.99,161.88,72,100.5,74.44,130.63,53.25,1233.98
26.01.99,171.56,72.25,102,74.25,136.94,55.5,1252.31
27.01.99,168.63,71,101.5,73.13,132.75,54,1243.17
28.01.99,174,71,103.44,73.63,137.19,55.5,1265.37
29.01.99,175,70.25,104.88,76.94,140.94,56.06,1279.64
01.02.99,172.94,69.63,102.19,76.81,137.88,54.5,1273
02.02.99,167.63,68.69,102,76.81,134.63,53.06,1261.99
03.02.99,166.81,70.38,102.88,79.38,138.69,54.38,1272.07
04.02.99,159.06,69.81,100.13,77.94,130.13,53.13,1248.49
05.02.99,160,71.69,98,76.44,127.56,52.88,1239.4
08.02.99,165.25,72.69,97.56,73.13,132,52.5,1243.77
09.02.99,160.06,72.19,96,72,125.31,50.63,1216.14
10.02.99,160.63,72.56,97.94,73.06,128.81,52.38,1223.55
11.02.99,162.75,70.38,100,76.13,133.25,53.63,1254.04
12.02.99,157.75,69.44,97.63,74.06,126.5,51.88,1230.13
16.02.99,156.25,68.56,99,77.69,126.38,53.44,1241.87
17.02.99,150,68.63,99.31,77.25,124.63,53.06,1224.03
18.02.99,145.75,68.88,100.63,76.25,128.13,52.94,1237.28
19.02.99,147.75,68.5,100.38,76.06,128.06,54.19,1239.22
22.02.99,148.81,68.19,104,81,132.81,55.44,1272.14
23.02.99,155.44,67.75,103,81.88,134.25,58.19,1271.18
24.02.99,152.88,67.31,101,78.81,130.38,56.94,1253.41
25.02.99,153.5,67.31,100.38,79.5,127.75,57.75,1245.02
26.02.99,150.13,66.56,100.31,79.63,119.94,58.75,1238.33
01.03.99,151.75,65.19,100.94,80.75,117.06,61.25,1236.16
02.03.99,148.56,64.81,99.31,80.31,109.81,59,1225.5
03.03.99,149.63,65.69,98.75,80.69,114.69,57.88,1227.7
04.03.99,152.25,67.81,100.5,83.38,113.38,60.31,1246.64
05.03.99,154.94,69.69,103.69,86.88,114.63,61.75,1275.47
08.03.99,159,70.94,104.81,85.81,119.63,62,1282.73
09.03.99,161.81,69.94,106,87.94,115.31,62.5,1279.84
10.03.99,161.38,73.31,105.75,88.94,116.88,64,1286.84
11.03.99,161.44,74.75,107.06,88.19,118.13,65.94,1297.68
12.03.99,160.19,73.94,107.38,88,118.25,65.94,1294.59
15.03.99,165.88,73.69,110.13,87.25,117.88,65.94,1307.26
16.03.99,169.06,73.13,110,84.81,120.38,64.5,1306.38
17.03.99,167.13,74.38,108.44,82.38,120.5,62.75,1297.82
18.03.99,172.44,74.69,110,83.88,121.81,64.69,1316.55
19.03.99,171.19,73.06,112,82.5,119,64.25,1299.29
22.03.99,172.81,73.75,110.38,81.88,115.13,63.63,1297.01
23.03.99,166.56,72.75,106.56,79.56,114.56,61.13,1262.14
24.03.99,171.25,70.94,106.75,79.38,119.25,60.13,1268.59
25.03.99,179.94,71.44,108.5,81.5,117.94,63,1289.99
26.03.99,178.13,71.56,107.81,80.5,116.69,63.38,1282.8
29.03.99,92.38,73,112,82.25,121.56,64.13,1310.17
30.03.99,93,71.31,113.31,81.94,121.56,64.13,1300.75
31.03.99,89.63,70.56,110.63,81.38,118.88,63.88,1286.37
01.04.99,92.69,70.13,111.63,79.38,120.88,64.69,1293.72
05.04.99,94.94,72.19,114.63,78.75,127.5,66.5,1321.12
06.04.99,94.06,72.69,113.31,79.25,130.44,67,1317.89
07.04.99,93.31,73.19,114.5,84.38,132.13,71.69,1326.89
08.04.99,94.56,74.25,113.88,87.88,131.06,73,1343.98
09.04.99,94.25,74.69,112.19,85.56,130.81,73.63,1348.35
12.04.99,93,75.44,116.5,86.88,61.25,74,1358.63
13.04.99,90.13,75.19,116.94,87.38,60.5,75.25,1349.82
14.04.99,85.88,74.19,114.06,86.38,57,73.38,1328.44
15.04.99,88.88,77.56,112.5,85.56,58.44,71.06,1322.85
16.04.99,86.63,79.94,111.25,86.06,57.25,71.63,1319
19.04.99,81,82.25,104.75,85,55.5,70.63,1289.48
20.04.99,83.13,80.75,109.31,83,56.56,72.81,1306.17
21.04.99,82,78.44,113.56,83.44,58.44,74,1336.12
22.04.99,84.94,78.94,113.25,85.75,61.5,75,1358.82
23.04.99,86,78.31,112.88,85.13,61.75,74.88,1356.85
26.04.99,88,77.69,113.5,82.63,64.44,73.81,1360.04
27.04.99,84,78.25,112.5,85.56,62.25,75.5,1362.8
28.04.99,82.13,81.5,111.5,83.63,61.19,74.56,1350.91
29.04.99,82.06,84.5,107.63,83.88,60.81,76.31,1342.83
30.04.99,81.31,83.06,105.38,82.5,61.19,74.88,1335.18
03.05.99,79.88,86.06,105.63,82.75,63.13,75,1354.63
04.05.99,78.06,86.44,104.94,82.25,61.69,72.25,1332
05.05.99,79.13,84.81,109,80.19,64,72.75,1347.31
06.05.99,77.94,82.38,108.25,77.56,59.69,69.81,1332.05
07.05.99,79.06,82.75,109.94,78.38,60.94,70.13,1345
10.05.99,79.69,82.38,108.75,79,60.63,71.31,1340.3
11.05.99,79.88,81.63,110.94,80,62.31,72.5,1355.61
12.05.99,80.5,79.06,110.19,82.31,62.5,73.94,1364
13.05.99,79.13,79.38,109.31,84,60.06,73.44,1367.56
14.05.99,76.88,78.75,105.94,79.06,58,71,1337.8
17.05.99,79.13,79,106.25,78.63,59.44,70,1339.49
18.05.99,78.69,77.75,104.25,78.75,58.94,69.06,1333.32
19.05.99,79.31,78.69,108,80.19,59.69,70.44,1344.23
20.05.99,78.44,80,106.44,80.19,57.69,69,1338.83
21.05.99,77.56,82.75,104.13,78.94,57,67.81,1330.29
24.05.99,77.25,79.63,103.5,75.88,55.94,65.13,1306.65
25.05.99,76.25,80.19,102.38,73.81,52.88,62.75,1284.4
26.05.99,78.5,81.94,103.13,75.38,51.69,64.69,1304.76
27.05.99,78.38,78.81,100.69,72.75,53.13,63.44,1281.41
28.05.99,80.69,79.88,101.69,72.38,54.06,66.25,1301.84
01.06.99,78.5,78.75,102.56,72.13,50.69,42.94,1294.26
02.06.99,78.44,80.25,102.06,71.06,51.94,41.63,1294.81
03.06.99,76.38,79.94,102.88,71.63,50.5,42.25,1299.54
04.06.99,79.56,80.69,104.88,74.31,53.19,43.69,1327.75
07.06.99,80.25,80.88,104.44,76.75,53.44,44.19,1334.52
08.06.99,79.38,79.81,102.38,74.88,51.69,43.19,1317.33
09.06.99,82.31,80.13,102.69,73.81,53.13,43.31,1318.64
10.06.99,79.88,79.63,101,73.13,55.38,42.25,1302.82
11.06.99,78.13,78.94,101.34,73.25,54.44,43.06,1293.64
14.06.99,77.56,81.13,103.75,73.75,54.38,42.13,1294
15.06.99,77.69,82.13,104.19,75.13,55.69,43.81,1301.16
