;Holding Period Returns;;;;;;;;;;
DATE;MSFT;XOM;GE;JPM;INTC;C;VWRETD;SPRTRN;;;
08.02.95;0,012295;0,004016;0;0,009494;0,049658;0,003195;0,001454;0,00079;;;
09.02.95;0,002024;-0,012;0,004808;-0,00627;0,011419;-0,003185;-0,000534;-0,002078;;;
10.02.95;0,00202;0,002024;-0,002392;0,006309;-0,001613;-0,00639;0,002484;0,002645;;;
13.02.95;0;0,010101;0,009592;0,003135;-0,003231;0;0,00033;0,000395;;;
14.02.95;-0,002016;0,006;0;0,003125;0,017828;0;0,001091;0,001869;;;
15.02.95;-0,018182;0,007952;0,019002;0,006231;0,015924;0,012862;0,004779;0,004124;;;
16.02.95;0,002058;0,009862;0,009324;-0,01548;0,001567;-0,012698;-0,000452;0,001403;;;
17.02.95;-0,008214;-0,009766;-0,009238;0,003145;-0,013302;-0,006431;-0,00509;-0,006698;;;
21.02.95;-0,010352;0,009862;0,004662;0,003135;0,002379;0,006472;-0,000288;0,001556;;;
22.02.95;0,029289;0,001953;0,023202;-0,003125;0,007911;-0,003215;0,004093;0,004868;;;
23.02.95;0,002033;-0,005848;0,004535;0,003135;-0,019623;0,009677;0,004648;0,003793;;;
24.02.95;-0,006085;-0,005882;-0,011287;-0,003125;0,005604;0,015974;0,001725;0,002773;;;
27.02.95;0,008163;0,003945;-0,020548;-0,009404;-0,002389;-0,015723;-0,00778;-0,009114;;;
28.02.95;0,020243;0,003929;0,020979;0,015823;0,018356;-0,00639;0,00812;0,0074;;;
01.03.95;0,003968;-0,004892;-0,003927;-0,003115;-0,012539;-0,016077;-0,002973;-0,00357;;;
02.03.95;0,007905;-0,00295;-0,018476;-0,00625;0,002976;-0,006536;-0,000834;-0,001071;;;
03.03.95;-0,001961;-0,001972;-0,002353;-0,003145;0,036597;-0,009868;0,001328;0,000598;;;
06.03.95;0,010806;0,011858;-0,004717;-0,012618;0,00458;-0,009967;-0,000911;0,000433;;;
07.03.95;0,016035;0;-0,00237;-0,025559;-0,022796;-0,013423;-0,006954;-0,007228;;;
08.03.95;0,048302;0,011719;0,011876;-0,009836;-0,007776;0,010204;0,002121;0,002116;;;
09.03.95;-0,009124;-0,003861;0;-0,003311;0,005486;-0,006734;0,000728;0,000041;;;
10.03.95;0,010129;0,007752;0,028169;0,036545;0,003897;0,023729;0,01104;0,013267;;;
13.03.95;0,006381;-0,001923;-0,002283;-0,003205;0,01087;0,013245;0,000956;0,00098;;;
14.03.95;0,039855;-0,001927;0,006865;0,003215;0,012289;0,013072;0,005557;0,005795;;;
15.03.95;-0,017422;-0,003861;-0,022727;0,009615;-0,00607;-0,009677;-0,001201;-0,002049;;;
16.03.95;-0,005319;0,011628;0,02093;0;-0,005344;0,022801;0,005714;0,007177;;;
17.03.95;-0,002674;0;-0,01139;0;-0,006715;-0,012739;-0,000406;0,000222;;;
20.03.95;0,016979;-0,001916;-0,002304;0;0,030713;0;0,001326;0,001251;;;
21.03.95;-0,009666;-0,009597;0,004619;-0,012698;-0,001499;-0,019355;-0,002144;-0,002157;;;
22.03.95;0,007098;0,017442;0,004598;-0,009646;0,013514;0,016447;0,000743;0,001212;;;
23.03.95;0,025551;-0,001905;-0,002288;0,006494;0,011852;-0,009709;0,001078;0,000565;;;
24.03.95;0,015464;0,005725;0,009174;-0,003226;0,008785;0,019608;0,009267;0,010122;;;
27.03.95;-0,011844;0,00759;-0,006818;-0,003236;0,015965;0,00641;0,004958;0,004451;;;
28.03.95;0,008562;-0,00565;0,004577;0,003247;0,011429;-0,009554;0,00158;0,001391;;;
29.03.95;-0,018676;0,005682;0,002278;-0,003236;-0,016243;-0,006431;-0,001377;-0,001548;;;
30.03.95;-0,00173;-0,003766;-0,004545;0;-0,019383;0;-0,000269;-0,001789;;;
31.03.95;-0,013865;0,007561;-0,013699;-0,008052;-0,005857;0;-0,002448;-0,003007;;;
03.04.95;-0,015817;-0,005629;0,011574;0,009934;0,04271;-0,012945;0,001329;0,002277;;;
04.04.95;-0,001786;0,015094;0,004577;0,013115;-0,021893;0,022951;0,004477;0,006755;;;
05.04.95;0,010733;0,011152;0;0,016181;0,000722;-0,009615;0,001429;0,000653;;;
06.04.95;-0,00885;-0,018382;0,006834;0,044586;-0,012987;0,016181;0,000807;0,001009;;;
07.04.95;-0,005357;0,001873;-0,006787;-0,009146;0,019006;0,006369;-0,000416;0,000672;;;
10.04.95;0,018851;0;0,002278;-0,003077;0,015782;0,006329;0,002457;0,001165;;;
11.04.95;0,01674;-0,001869;-0,004545;-0,009259;0,031073;-0,003145;-0,001264;-0,002919;;;
12.04.95;-0,006932;0,001873;0;-0,003115;0,005479;-0,003155;0,003452;0,003244;;;
13.04.95;0,012216;0,003738;0,004566;0,003125;0,035422;-0,003165;0,00349;0,004062;;;
17.04.95;0,067241;0,001862;-0,020455;0,012461;-0,010526;0,015873;-0,004419;-0,006088;;;
18.04.95;-0,008078;0,011152;0,00232;0,030769;0,003324;0,003125;-0,002845;-0,001502;;;
19.04.95;-0,008143;0,007353;0,013889;-0,014925;-0,010603;-0,009346;-0,002789;-0,00089;;;
20.04.95;-0,011494;0,018248;-0,013699;0,00303;-0,003349;-0,022013;0,001763;0,000733;;;
21.04.95;-0,003322;-0,007168;0,018519;-0,009063;-0,001344;0,012862;0,005287;0,006333;;;
24.04.95;0,036667;0,005415;0,009091;0,018293;0,039031;0,04127;0,007375;0,008653;;;
25.04.95;0,028939;0,005386;0,004505;0,005988;0,018756;-0,009146;-0,000677;-0,00154;;;
26.04.95;-0,004688;-0,003571;0,002242;-0,002976;0,013995;0,009231;0,001572;0,001094;;;
27.04.95;-0,012559;-0,001792;0,008949;-0,00597;0,010038;0,012195;0,002059;0,001736;;;
28.04.95;0,039746;-0,001795;-0,006652;0,003003;0,017391;-0,003012;0,001803;0,002259;;;
01.05.95;0,004587;0,019784;0,006696;-0,005988;0,015873;-0,003021;-0,000733;-0,000874;;;
02.05.95;-0,031202;0;-0,002217;0,003012;0;-0,001212;0,001011;0,001167;;;
03.05.95;0,016496;-0,001764;0,006667;0,015015;0,032452;0,021341;0,00917;0,010916;;;
04.05.95;0,007728;0,003534;0,00883;0,023669;0,023283;0,00597;-0,000643;0,000115;;;
05.05.95;-0,018405;0;0,004376;0;-0,011377;0,011869;-0,000551;-0,000807;;;
08.05.95;-0,001563;0,001761;0,019608;0,017341;0,027618;0;0,00638;0,007383;;;
09.05.95;-0,000782;-0,00703;0,002137;0,008523;-0,003359;0,017595;0,000415;-0,000763;;;
10.05.95;-0,007048;0,005367;0,008529;0;-0,022472;0,014409;0,001653;0,001528;;;
11.05.95;0,026814;-0,005338;-0,012685;0,002817;0,004598;-0,022727;0,002076;0,000019;;;
12.05.95;-0,00768;0;0,010707;0,011236;-0,005149;-0,017442;0,002325;0,00225;;;
15.05.95;0,006966;0,008945;-0,023305;-0,002778;-0,002875;0,038462;0,004424;0,004167;;;
16.05.95;0,043812;0,010638;-0,013015;0,013928;0,004614;-0,008547;0,001791;0,000853;;;
17.05.95;0,013255;0;0,010989;-0,010989;0,017222;-0,017241;-0,001479;-0,00212;;;
18.05.95;-0,015988;-0,008772;-0,017391;0;0;-0,026316;-0,012166;-0,014211;;;
19.05.95;0,008863;-0,00885;0;-0,011111;0,005643;0,012012;-0,000666;-0,000751;;;
22.05.95;0,021962;-0,001786;0,011062;0,025281;0,023569;-0,005935;0,007287;0,00859;;;
23.05.95;0,014327;0,0161;0,008753;0,030137;0,02193;0,01194;0,008516;0,009434;;;
24.05.95;-0,011299;0,007042;-0,008677;-0,021277;-0,002146;-0,00295;0,000019;0,000038;;;
25.05.95;0,02;-0,001748;-0,010941;0,016304;0,010753;-0,017751;0,000003;-0,000038;;;
26.05.95;-0,019608;-0,022767;-0,002212;-0,010695;-0,01383;0,009036;-0,007471;-0,009346;;;
30.05.95;-0,051429;0,007168;0,004435;-0,013514;-0,046386;-0,00597;-0,001709;-0,000134;;;
31.05.95;0,020331;0,016014;0,024283;0,010959;0,015837;0,012012;0,014021;0,018755;;;
01.06.95;-0,006642;-0,001751;0;0,01626;0,022272;0,032641;0,001628;0,000169;;;
02.06.95;-0,011887;-0,008772;-0,021552;0,018667;0,015251;0,022989;0,000457;-0,001837;;;
05.06.95;0,019549;0,00531;0,019824;-0,015707;-0,006438;-0,002809;0,006205;0,005803;;;
06.06.95;-0,019174;-0,003521;-0,00432;0;-0,029158;-0,008451;-0,000171;-0,000093;;;
07.06.95;0,010526;0,003534;-0,004338;-0,007979;0,006674;-0,03125;-0,002971;-0,004519;;;
08.06.95;0,001488;0,001761;-0,008715;-0,034853;0,006077;-0,014663;-0,000501;-0,001463;;;
09.06.95;0,008915;-0,00703;-0,021978;-0,022222;-0,009336;-0,011905;-0,006983;-0,008284;;;
12.06.95;-0,013255;-0,00354;0,020225;0,017045;-0,010532;0,009036;0,004977;0,005569;;;
13.06.95;0,001493;0,001776;0,013216;0,03352;-0,005042;0,01791;0,009134;0,009739;;;
14.06.95;-0,000745;0,001773;0,004348;0,005405;0,013514;-0,014663;0,001009;0,000784;;;
15.06.95;0,012677;0,010619;0;-0,010753;0,023333;0;0,002651;0,001212;;;
16.06.95;0,025037;0,010508;-0,006494;-0,013587;0,008686;0;0,004221;0,005045;;;
19.06.95;0,032328;-0,006932;0,008715;0,033058;0,063509;0,026786;0,009068;0,009985;;;
20.06.95;0,017397;-0,020942;-0,010799;0,016;0,052632;-0,017391;0,00044;-0,00044;;;
21.06.95;-0,009576;-0,012478;-0,002183;0,005249;-0,020673;0,020649;-0,000278;-0,001835;;;
22.06.95;0,015193;-0,00361;0,002188;0,010444;0,027;0,031792;0,011169;0,013034;;;
23.06.95;-0,008163;0,01087;-0,002183;-0,01292;0,003824;-0,002801;-0,002543;-0,002468;;;
26.06.95;-0,015089;0,005376;-0,004376;-0,005236;-0,009524;-0,030899;-0,0096;-0,010151;;;
27.06.95;-0,032033;0,00713;-0,002198;-0,007895;-0,036538;-0,014493;-0,003241;-0,003124;;;
28.06.95;0,011511;0,021239;0;0,023873;0,007984;0,002941;0,003186;0,00424;;;
29.06.95;0,01707;-0,001733;-0,013216;-0,015544;0,010891;0,02346;-0,000072;-0,001579;;;
30.06.95;0,011189;-0,019097;0,014018;-0,005263;-0,007835;0,002865;0,003218;0,001618;;;
03.07.95;0,006224;0,00354;0,012195;0,005291;0;0,014286;0,003398;0,004296;;;
05.07.95;-0,002749;-0,001764;0,012048;0,00266;0,00691;0,005634;0,002153;0,000311;;;
06.07.95;0,022743;0,021201;0,021645;0,026525;0,026471;0,005602;0,011194;0,012298;;;
07.07.95;0,030997;-0,008651;0,016949;0,020672;0,04298;0,027855;0,006468;0,004296;;;
10.07.95;0,033987;-0,010471;-0,004167;0,035443;0,029533;0,00271;0,002143;0,001474;;;
11.07.95;-0,02402;0,007055;-0,012552;-0,022005;-0,019791;-0,008108;-0,002974;-0,004325;;;
12.07.95;0,034974;0,007005;0,002119;0,0075;0,049002;0,008174;0,011078;0,011013;;;
13.07.95;0,002503;0;-0,010571;0,007444;0,019031;-0,010811;0,000719;0,000196;;;
14.07.95;0,034956;-0,003478;-0,00641;-0,024631;0,025467;-0,008197;-0,001353;-0,001979;;;
17.07.95;0,05187;0,008726;0,023656;-0,027778;0,012417;0,038567;0,004248;0,005055;;;
18.07.95;-0,065367;-0,00692;-0,008403;0,033766;-0,041701;-0,002653;-0,007742;-0,00757;;;
19.07.95;-0,072393;0,008711;-0,014831;0,007538;-0,109215;-0,037234;-0,016192;-0,013394;;;
20.07.95;0,017196;0,010363;0,021505;0,032419;-0,011494;-0,01105;0,006055;0,004646;;;
21.07.95;-0,042913;0,001709;0,008421;-0,02657;-0,024225;0;0,000898;0,000145;;;
24.07.95;0,017663;-0,006826;-0,004175;0,027295;0,06852;0,011173;0,007061;0,005437;;;
25.07.95;0,029372;-0,005155;0;0,007246;0,026022;0,005525;0,007449;0,00803;;;
26.07.95;-0,003891;0,006908;-0,006289;-0,002398;-0,012681;0,019231;0,002288;0,000909;;;
27.07.95;0,005208;-0,001715;0;0,002404;0,009174;0,002695;0,006871;0,006428;;;
28.07.95;-0,040155;-0,012027;-0,008439;-0,002398;-0,023055;0,010753;-0,00259;-0,004052;;;
31.07.95;-0,022942;0,008696;0,004255;-0,007212;-0,031657;0,007979;-0,000737;-0,001545;;;
01.08.95;-0,01105;-0,015517;-0,006356;-0,012107;-0,026923;-0,007916;-0,004604;-0,004306;;;
02.08.95;-0,005587;-0,001751;-0,021322;0,026961;-0,027668;0,010638;-0,001592;-0,001501;;;
03.08.95;0,023876;0,001754;0;0,00716;0,010163;-0,006316;-0,000914;-0,000089;;;
04.08.95;0,030178;-0,010508;0,004357;0,00237;-0,002012;0,00266;0,001682;0,00034;;;
07.08.95;-0,002663;-0,00177;0,019523;-0,002364;0,024194;0,018568;0,002559;0,00195;;;
08.08.95;-0,001335;-0,001773;0,004255;0,023697;0,019685;0,002604;0,000764;0,000643;;;
09.08.95;0,032086;0,007105;-0,006356;-0,00463;0,021236;-0,007792;0,000136;-0,001213;;;
10.08.95;-0,024611;-0,001764;-0,010661;-0,009302;-0,028355;-0,013089;-0,002697;-0,004038;;;
11.08.95;0,025232;-0,008929;-0,00431;-0,011737;0,029183;-0,002653;-0,003184;-0,004198;;;
14.08.95;0,023316;0,007207;0,015152;0,007126;0,003781;0,005319;0,007164;0,008341;;;
15.08.95;-0,003797;-0,003578;0;0;-0,013183;0;-0,000964;-0,00209;;;
16.08.95;0,003812;-0,005386;-0,006397;0,018868;0,019084;-0,005291;0,004614;0,002506;;;
17.08.95;0,003797;-0,009025;-0,01073;-0,013889;-0,016854;-0,015957;0,000381;-0,001661;;;
18.08.95;-0,020177;0,003643;-0,006508;0,007042;-0,011429;0,018919;0,000996;0,000304;;;
21.08.95;-0,027027;-0,001815;0,004367;-0,002331;-0,071291;-0,002653;-0,002046;-0,001967;;;
22.08.95;0,050926;-0,001818;0;0;0,033195;0,015957;0,001727;0,002526;;;
23.08.95;-0,014475;-0,003643;-0,006522;0;0,002008;0,002618;-0,002323;-0,004254;;;
24.08.95;-0,01788;0,003656;0,010941;0;-0,021543;0,013055;-0,000378;0,000574;;;
25.08.95;-0,018205;0,01275;0,010823;0,016355;-0,010753;0,018041;0,004076;0,004736;;;
28.08.95;-0,045695;-0,008993;0,006424;0,105747;-0,028986;-0,020253;-0,002733;-0,001875;;;
29.08.95;0,020125;-0,001815;0,002128;-0,012474;0,004264;-0,005168;0,000265;0,001699;;;
30.08.95;0,014966;-0,001818;0,002123;-0,006316;0,025478;-0,002597;0,003291;0,001643;;;
31.08.95;-0,008043;0,001821;-0,002119;-0,012712;0,016563;0;0,00324;0,001711;;;
01.09.95;-0,02973;0,014545;-0,002123;-0,004292;-0,008147;0,005208;0,002938;0,003488;;;
05.09.95;0,058496;0,008961;0;0,00431;0,046201;0,025907;0,009618;0,009453;;;
06.09.95;-0,015789;-0,001776;0,010638;0,01073;-0,018646;-0,007576;0,003777;0,001757;;;
07.09.95;0,012032;0,016014;-0,004211;-0,006369;0,04;-0,005089;0,000924;0,00021;;;
08.09.95;0,009247;-0,001751;-0,006342;0,010684;0,009615;0,023018;0,005081;0,004191;;;
11.09.95;0,022251;0,003509;0,002128;0,014799;0;0;0,002693;0,002148;;;
12.09.95;-0,014085;0,015734;0,019108;0,004167;-0,011429;0,01;0,002898;0,00453;;;
13.09.95;-0,001299;0,010327;0,010417;-0,004149;0;0,00495;0,003784;0,00392;;;
14.09.95;-0,013004;0,006814;0,028866;0,008333;-0,018304;0,029557;0,005625;0,008363;;;
15.09.95;-0,015152;-0,003384;0,024048;0,008264;-0,024534;0,009569;-0,001776;-0,000446;;;
18.09.95;-0,015385;-0,013582;-0,023483;-0,020492;0,012072;-0,007109;-0,001248;-0,000994;;;
19.09.95;0,014266;0,008606;-0,006012;0,012552;-0,002982;0;0,003058;0,002454;;;
20.09.95;-0,002009;-0,003413;0;0;0;-0,00716;0,004524;0,004399;;;
21.09.95;-0,026846;-0,005137;0,002016;-0,028926;-0,024676;-0,019231;-0,005692;-0,006425;;;
22.09.95;-0,009655;-0,003442;0,014085;-0,004255;-0,010478;-0,014706;-0,003081;-0,002178;;;
25.09.95;0,005397;0,005181;0,021825;0,002137;-0,008264;0;-0,001715;0,000138;;;
26.09.95;-0,021991;-0,013746;-0,001942;0,006397;-0,005208;0,00995;-0,000913;-0,000688;;;
27.09.95;0,004249;0,003484;-0,005292;0,016949;-0,006283;0,007389;-0,003035;-0,000636;;;
28.09.95;0,03244;0,006944;-0,003937;0,016667;0,043203;0,02934;0,009018;0,008313;;;
29.09.95;-0,010929;-0,003448;0,007905;-0,002049;-0,026263;0,009501;-0,000535;-0,002492;;;
02.10.95;-0,024862;-0,00692;-0,003922;-0,004107;-0,018672;-0,009412;-0,00601;-0,004603;;;
03.10.95;0,007082;0,008711;-0,005906;0,008247;0,011628;-0,00114;-0,001503;0,001066;;;
04.10.95;-0,030942;0,015544;0,007921;0,034765;-0,018809;-0,01432;-0,004286;-0,001494;;;
05.10.95;0,015965;-0,003401;-0,009823;-0,003984;0,037274;-0,002421;0,003061;0,001995;;;
06.10.95;-0,018571;0,005119;-0,001984;0,008;0,01848;0,026699;0,000405;-0,00024;;;
09.10.95;-0,032023;-0,001698;0;-0,001984;-0,030242;-0,016548;-0,010326;-0,007073;;;
10.10.95;0,007519;0,003401;-0,003976;0,007952;0,024948;-0,019231;-0,002385;-0,00147;;;
11.10.95;0,034328;-0,00678;-0,007984;0,003945;0,020284;0,012255;0,006182;0,003359;;;
12.10.95;0,011544;-0,003413;0,012072;0,007859;0,013917;0,038741;0,007776;0,006282;;;
13.10.95;-0,015692;0,023973;0,001988;0;-0,015686;0,011655;0,003676;0,002401;;;
16.10.95;0,005797;-0,003344;-0,001984;-0,015595;0,005976;-0,020737;-0,00172;-0,002515;;;
17.10.95;0,050432;0,003356;0,017893;-0,005941;0,037624;0,009412;0,00578;0,006432;;;
18.10.95;0,049383;0;0,003906;-0,023904;0,034351;-0,009324;0,002235;0,001125;;;
19.10.95;0,011765;0,005017;0,015564;-0,010204;0,00369;-0,016471;0,003055;0,005464;;;
20.10.95;-0,01292;0,008319;-0,009579;-0,028866;-0,012868;-0,033493;-0,005506;-0,005401;;;
23.10.95;0,009162;-0,009901;-0,017408;0,008493;0,005587;-0,019802;-0,004171;-0,004085;;;
24.10.95;0,011673;0,01;-0,007874;-0,04;0,005556;0;0,001495;0,002564;;;
25.10.95;-0,016667;0,009901;0;-0,010965;-0,020258;0,007576;-0,008047;-0,006973;;;
26.10.95;0,022164;-0,019608;-0,007937;-0,002217;-0,00094;-0,007519;-0,009288;-0,009872;;;
27.10.95;0,020408;-0,005;-0,004;0,037778;0,021637;0,010101;0,004091;0,005167;;;
30.10.95;0,0275;0,018425;0,014056;-0,008565;0,028214;0,0025;0,00641;0,006124;;;
31.10.95;-0,026764;0,004934;0,00198;-0,017279;0,001792;0,007481;-0,001673;-0,003;;;
01.11.95;-0,01625;0,00491;-0,01581;0,026374;0,013417;0,027228;0,004866;0,004678;;;
02.11.95;0,016518;-0,019544;0,02008;0,034261;0,029126;0,018313;0,010427;0,009414;;;
03.11.95;-0,005;0,011628;-0,011811;-0,016563;-0,005146;0,016627;0,003269;0,001441;;;
06.11.95;-0,021357;-0,009852;0,001992;-0,016842;-0,023276;0,021028;-0,002361;-0,003573;;;
07.11.95;-0,044929;-0,00995;0,00994;-0,012848;-0,062665;-0,025172;-0,004721;-0,003637;;;
08.11.95;0,024194;0,026801;0,021654;0,030369;-0,006591;0,042254;0,007;0,009193;;;
09.11.95;0,03937;0;0,003854;0,002105;0,046445;0,029279;0,004574;0,00262;;;
10.11.95;-0,021465;-0,004942;0,007678;0;-0,01087;-0,030635;-0,000909;-0,00091;;;
13.11.95;-0,005806;0,011589;0;-0,014706;-0,016484;-0,024831;-0,001167;-0,000709;;;
14.11.95;-0,02401;0,00491;-0,001905;-0,031983;-0,029795;-0,027778;-0,006264;-0,005082;;;
15.11.95;0;0,013029;0,007634;-0,002203;-0,005758;0,011905;0,005204;0,007925;;;
16.11.95;-0,043883;0,001608;0,024621;0,01766;-0,028958;0,023529;0,005895;0,005691;;;
17.11.95;-0,027816;0,019262;-0,009242;0,017354;-0,001988;0,011494;0,004094;0,00457;;;
20.11.95;-0,015737;0;-0,007463;0,002132;-0,00996;-0,018182;-0,005224;-0,005366;;;
21.11.95;0,023256;0,004724;0,013158;0,023404;0,014085;-0,013889;0,002173;0,00568;;;
22.11.95;-0,007102;-0,012539;-0,016698;0,004158;-0,017857;0;-0,001975;-0,003065;;;
24.11.95;0,007153;-0,001587;-0,003774;-0,004141;0,018182;0,023474;0,003544;0,002624;;;
27.11.95;-0,008523;0,006359;-0,00947;-0,014553;-0,047619;-0,016055;0,001784;0,00225;;;
28.11.95;0,048711;0;0,024857;0;0,0625;0,027972;0,007719;0,008531;;;
29.11.95;-0,019126;-0,004739;0,009328;0,008439;-0,011765;0,068027;0,00423;0,001962;;;
30.11.95;-0,029248;-0,01746;-0,007394;0,004184;-0,03373;0,010616;-0,00009;-0,003736;;;
01.12.95;-0,010043;0,004847;0,022346;-0,004167;0,002053;-0,002101;0,001558;0,00266;;;
04.12.95;0,018841;0,011254;0,01275;0,020921;0,012295;0,014737;0,01038;0,011038;;;
05.12.95;-0,021337;0,014308;0,005396;0,006148;-0,006073;0,03527;0,004649;0,006518;;;
06.12.95;0,053779;0,009404;0,021467;0,016293;-0,005092;-0,006012;0,00213;0,004047;;;
07.12.95;-0,001379;0,004658;-0,007005;-0,038076;0,007165;-0,010081;-0,006559;-0,006466;;;
08.12.95;0,044199;0,010819;-0,007055;0,010417;0,028455;-0,00611;0,002042;0,002126;;;
11.12.95;-0,01455;0,029052;0,005329;-0,010309;0,003953;-0,004098;0,002501;0,003304;;;
12.12.95;-0,018792;0,004458;0,017668;-0,00625;-0,019685;-0,002058;-0,002472;-0,001194;;;
13.12.95;0,004104;0,014793;0;0,004193;0,006024;0,008247;0,004352;0,004703;;;
14.12.95;-0,032698;-0,03207;-0,008681;-0,018789;-0,041916;0,00409;-0,007728;-0,007673;;;
15.12.95;-0,004225;-0,009036;0,014011;-0,017021;-0,029167;-0,014257;-0,002661;-0,00094;;;
18.12.95;-0,015559;-0,018237;0,003454;-0,008658;-0,017167;-0,035124;-0,017151;-0,015462;;;
19.12.95;0,04454;0,01548;-0,008606;0,030568;0,054585;0,008565;0,009832;0,008438;;;
20.12.95;-0,041265;-0,019817;-0,027778;-0,012712;-0,012422;-0,019108;-0,004668;-0,009789;;;
21.12.95;0,032999;0,007776;0,007143;-0,002146;-0,002096;-0,008658;0,007087;0,007509;;;
22.12.95;0,005556;0,00463;0,015957;0,002151;-0,008403;0,026201;0,003408;0,002392;;;
26.12.95;-0,002762;0,001536;0,006981;0,006438;0,006356;0,02766;0,003178;0,00384;;;
27.12.95;-0,015235;0,006135;0,001179;0,006397;-0,008421;0,039337;0,001561;0,000374;;;
28.12.95;-0,016878;0,010671;-0,008711;-0,004237;-0,029724;0,011952;-0,000311;-0,000667;;;
29.12.95;0,004292;-0,021116;0,012302;0;-0,006565;-0,01378;0,004445;0,002947;;;
02.01.96;0,022792;-0,006163;0,020833;0;0,03304;-0,013972;0,006617;0,007793;;;
03.01.96;-0,032033;0,003101;0,001701;0,008511;-0,014925;-0,008097;-0,000145;0,00095;;;
04.01.96;0,005755;0,006182;-0,011885;-0,042553;-0,004329;0,006122;-0,007685;-0,005826;;;
05.01.96;-0,011445;0,024578;0,001718;-0,004444;0;-0,016227;-0,00103;-0,001587;;;
08.01.96;-0,001447;0,011994;0,006861;0;0,002174;-0,006186;0,002685;0,002821;;;
09.01.96;-0,07029;-0,019259;-0,017036;-0,024554;-0,045553;-0,022822;-0,015874;-0,014568;;;
10.01.96;0,02728;-0,030211;-0,024263;-0,009153;-0,015909;-0,023355;-0,015553;-0,018;;;
11.01.96;0,051593;0,006231;0,001776;0;0,050808;0;0,008435;0,007034;;;
12.01.96;-0,010101;-0,013932;-0,003546;0,027714;-0,004396;0,026087;-0,000991;-0,00146;;;
15.01.96;-0,037901;-0,010989;0;-0,008989;-0,057395;-0,006356;-0,005277;-0,003307;;;
16.01.96;0,04697;0,014286;0,008897;0,061224;0,044496;0,023454;0,010001;0,014371;;;
17.01.96;-0,017366;0,004695;0,007055;0,017094;-0,100897;0,035417;-0,00052;-0,003402;;;
18.01.96;0,032401;0,009346;0,015762;-0,010504;0,017456;-0,024145;0,003789;0,003084;;;
19.01.96;0,048502;0,001543;0,024138;0,010616;0,007353;0,012371;0,005698;0,005902;;;
22.01.96;0,001361;-0,01849;-0,003367;0,014706;0,012165;-0,004073;0,004292;0,002566;;;
23.01.96;-0,027174;-0,020408;-0,013514;0,012422;0,013221;0,010225;-0,000008;-0,000994;;;
24.01.96;0,019553;-0,001603;0,010274;0,014315;0,039146;0,004049;0,010235;0,011701;;;
25.01.96;-0,020548;0,011236;0,013559;0,018145;-0,002283;-0,016129;-0,00368;-0,004726;;;
26.01.96;0,012587;0,012698;0,010033;-0,00198;0,006865;-0,004098;0,006245;0,007439;;;
29.01.96;-0,001381;-0,00627;-0,008278;0,047619;-0,010227;0,024691;0,004046;0,004183;;;
30.01.96;0,004841;-0,007886;0,008347;0,011364;-0,005006;0,034137;0,009159;0,0095;;;
31.01.96;0,018582;0,020668;0,016556;0,003745;0,020497;0,021359;0,008002;0,009315;;;
01.02.96;0,017568;0,010903;0,003257;-0,016791;0,018388;-0,009886;0,004638;0,003836;;;
02.02.96;-0,011952;-0,004622;0,001623;-0,009488;0,008889;-0,019268;-0,002231;-0,004088;;;
05.02.96;0,044355;0;0,012966;0,001916;0,030837;0;0,007042;0,008776;;;
06.02.96;-0,006435;0,00774;0,0128;0,015296;0,017094;0,005894;0,006841;0,007639;;;
07.02.96;0,003886;0,001536;-0,009479;0,009416;-0,021008;0,005859;0,003499;0,00557;;;
08.02.96;0,020645;0,023006;0,014354;0,001866;-0,006438;0,015534;0,007728;0,009447;;;
09.02.96;0,012642;0;-0,001572;-0,003724;0,00216;-0,001912;0,000904;0,000457;;;
12.02.96;-0,006242;0,009077;0,00315;0,011215;0,004041;0,01341;0,005454;0,00774;;;
13.02.96;0,001256;0;0,00157;0;-0,01905;0,009452;-0,001937;-0,001421;;;
14.02.96;-0,008783;-0,008996;-0,012539;0,001848;0,015317;0,011236;-0,004084;-0,007464;;;
15.02.96;-0,002532;0,001513;-0,009524;0;-0,008621;0,001852;-0,002695;-0,006498;;;
16.02.96;-0,006345;-0,015106;-0,00641;0;0,001087;-0,005545;-0,003414;-0,005128;;;
20.02.96;-0,001277;-0,007669;-0,006452;-0,01476;0,005429;-0,020446;-0,010376;-0,011312;;;
21.02.96;0,021739;0,012365;0,011364;0,037453;0,021598;0,005693;0,010266;0,011629;;;
22.02.96;0,026283;0,019847;0,022472;0,019856;0,031712;0,039623;0,015233;0,016602;;;
23.02.96;0,009756;-0,01497;0,00157;0,026549;-0,003074;0,014519;0,00066;0,000334;;;
26.02.96;-0,027778;-0,022796;-0,015674;-0,032759;-0,007194;-0,007156;-0,009783;-0,013079;;;
27.02.96;-0,004969;-0,012442;-0,009554;0,010695;-0,00207;-0,005405;-0,004134;-0,00495;;;
28.02.96;0;-0,014173;-0,0209;0,012346;0,008299;0,001812;-0,001603;-0,003847;;;
29.02.96;-0,014357;0,015974;-0,00821;-0,001742;-0,031893;-0,03255;-0,005453;-0,0067;;;
01.03.96;-0,032299;0,003145;0,018212;0,015707;-0,046759;0,020561;0,00258;0,006152;;;
04.03.96;0,007853;-0,004702;0,018992;0;-0,021182;0,005495;0,008817;0,009994;;;
05.03.96;0,019481;0,018898;0,004815;-0,006873;0,009112;-0,014572;0,006692;0,007652;;;
