;Holding Period Returns;;;;;;;;;;
DATE;MSFT;XOM;GE;JPM;INTC;C;VWRETD;SPRTRN;;;
31.07.13;-0,000314;-0,00064;-0,004493;0,007229;-0,001925;0,006953;0,000197;-0,000136;;;
01.08.13;-0,005339;-0,01088;0,010259;0,014534;-0,005785;0,014001;0,012243;0,012541;;;
02.08.13;0,006947;-0,008412;0,003249;-0,000884;0,000862;0,002648;0,001332;0,00164;;;
05.08.13;-0,005958;-0,003915;-0,007287;-0,006904;-0,003058;-0,002453;-0,000731;-0,00148;;;
06.08.13;-0,003786;-0,00131;-0,008564;-0,010873;-0,005409;-0,026291;-0,00657;-0,005723;;;
07.08.13;0,015294;-0,001421;0,001234;-0,003424;-0,004386;0,000389;-0,004527;-0,003806;;;
08.08.13;0,025793;0,004817;-0,000411;-0,008499;-0,011013;0,005437;0,005441;0,003885;;;
09.08.13;-0,005777;-0,004685;-0,003288;-0,005654;0,002673;-0,008884;-0,001916;-0,00357;;;
12.08.13;0,005199;-0,009149;0,000825;-0,007887;0,005775;-0,008184;-0,000139;-0,001153;;;
13.08.13;-0,012473;-0,005451;-0,002884;0,003698;-0,0053;0,017092;0,001499;0,002776;;;
14.08.13;0,003723;-0,005034;-0,005372;-0,002579;0,00222;-0,003477;-0,004084;-0,005177;;;
15.08.13;-0,017311;-0,008881;-0,002908;-0,015882;-0,023926;-0,01415;-0,012961;-0,014282;;;
16.08.13;0,000315;-0,002836;-0,002083;0;-0,00522;-0,010028;-0,002932;-0,003305;;;
19.08.13;-0,012799;-0,011262;-0,004175;-0,027397;0,016655;-0,020258;-0,007095;-0,0059;;;
20.08.13;0,007231;-0,001035;-0,005451;0,005595;0,010907;0,01196;0,00567;0,003821;;;
21.08.13;-0,000316;-0,004722;-0,004637;-0,009401;-0,015673;-0,015224;-0,006157;-0,00578;;;
22.08.13;0,024676;0,00648;0,0072;0,011234;0,00406;0,015256;0,009118;0,008619;;;
23.08.13;0,072862;0,006208;0;0,002107;0,008086;-0,001603;0,004364;0,003947;;;
26.08.13;-0,017266;-0,004913;-0,007149;-0,009939;-0,007353;-0,004616;-0,002842;-0,00404;;;
27.08.13;-0,026062;-0,0031;-0,018213;-0,023166;-0,003771;-0,027419;-0,016292;-0,015874;;;
28.08.13;-0,007216;0,023266;0,000863;-0,000395;0,004236;0,001451;0,002623;0,002748;;;
29.08.13;0,016051;-0,017672;-0,003879;0,002372;-0,010096;0,003312;0,003211;0,001963;;;
30.08.13;-0,004471;-0,00126;0,001298;-0,003353;-0,003626;-0,002888;-0,004823;-0,003174;;;
03.09.13;-0,045509;-0,000115;-0,003457;0,011874;0,003958;0,021519;0,00452;0,004164;;;
04.09.13;-0,021487;0,006999;0,00477;0,014473;0,02574;0,004659;0,007604;0,008117;;;
05.09.13;0,001282;-0,004672;-0,000432;0,004627;-0,001546;0,005242;0,001815;0,00121;;;
06.09.13;-0,002657;-0,001145;0;0,008636;0,003097;-0,012836;0,001051;0,000054;;;
09.09.13;0,016147;0,009054;0,009931;0,005708;0,010587;0,017676;0,01084;0,009993;;;
10.09.13;0,023219;-0,002499;0,020522;0,015323;0,003274;0,019964;0,007203;0,007346;;;
11.09.13;0,010806;0,011615;0,009217;-0,007639;-0,007614;-0,007046;0,002748;0,003052;;;
12.09.13;-0,001527;-0,00968;-0,009963;-0,019151;-0,007891;-0,009265;-0,004001;-0,00338;;;
13.09.13;0,010401;0,004774;-0,002935;0,0067;0,035793;0,004576;0,002661;0,002715;;;
16.09.13;-0,006933;0,003054;0,015139;0,010458;-0,002133;0,010101;0,005149;0,005693;;;
17.09.13;0,003933;0,003045;0,012842;-0,000941;0,014964;0,003922;0,004977;0,004218;;;
18.09.13;0,011843;0,007196;0,016769;0,006027;0,00674;0,019727;0,012557;0,012178;;;
19.09.13;0,009604;-0,003349;-0,008447;-0,012357;0,000628;-0,00498;-0,001141;-0,001843;;;
20.09.13;-0,025238;-0,006944;-0,018397;0,000948;-0,006105;-0,014244;-0,00731;-0,007217;;;
23.09.13;-0,001555;-0,010264;0,011245;-0,025379;-0,006269;-0,032025;-0,004154;-0,00472;;;
24.09.13;-0,008705;-0,004444;0,001647;-0,022153;0,003599;-0,012306;-0,001216;-0,002597;;;
25.09.13;0,001541;-0,002518;-0,003701;0,027425;-0,000211;0,006127;-0,001667;-0,002739;;;
26.09.13;0,008153;-0,000803;0,000825;0,003675;-0,012236;-0,006699;0,00396;0,003485;;;
27.09.13;0,015258;-0,001952;-0,008247;0,006745;-0,018368;-0,000818;-0,003601;-0,004074;;;
30.09.13;0,000301;-0,009896;-0,006653;-0,010528;-0,002567;-0,007773;-0,004859;-0,006029;;;
01.10.13;0,009015;-0,000465;0,01172;0,005223;-0,00397;0,001855;0,008708;0,007999;;;
02.10.13;0,010125;0,00093;0,00662;0,009815;0,002409;0,002263;-0,000691;-0,000667;;;
03.10.13;-0,001769;-0,006738;-0,009453;-0,00288;-0,012454;-0,006364;-0,008613;-0,008979;;;
04.10.13;0,000591;0,009591;-0,002075;0,014055;0,009292;0,015289;0,006733;0,007053;;;
07.10.13;-0,017119;-0,004866;-0,004574;-0,015948;0,000877;-0,019536;-0,008474;-0,008506;;;
08.10.13;-0,008709;-0,00454;-0,011278;-0,018522;-0,015331;-0,010585;-0,013083;-0,012332;;;
09.10.13;0,001818;-0,004093;-0,004225;-0,002359;0,004893;0,005874;-0,000456;0,000574;;;
10.10.13;0,020865;0,010333;0,02885;0,034877;0,022576;0,027529;0,020975;0,02183;;;
11.10.13;0,01096;0,010576;0,006186;-0,00019;0,00671;-0,001015;0,006886;0,006286;;;
14.10.13;0,009376;0,007476;-0,00082;0,003809;0,008385;0,00772;0,00408;0,004075;;;
15.10.13;0,001161;-0,009247;-0,007793;-0,007589;-0,002559;-0,014919;-0,006831;-0,007064;;;
16.10.13;0,004349;0,005991;0,007028;0,032307;0,01304;0,040524;0,012777;0,013828;;;
17.10.13;0,008083;0,001947;0,013136;0,003889;0,009496;0,005507;0,007753;0,006744;;;
18.10.13;0,001146;0,0008;0,035251;0,00166;-0,001881;0,000587;0,006937;0,006549;;;
21.10.13;0,000858;-0,003655;0,023092;-0,000552;0,01089;-0,002346;0,000148;0,000092;;;
22.10.13;-0,011718;0,008598;-0,004591;-0,011977;-0,002652;-0,005291;0,005529;0,005738;;;
23.10.13;-0,023713;-0,004206;-0,012298;-0,016225;-0,013959;-0,011229;-0,005298;-0,004725;;;
24.10.13;-0,001185;0,009245;0,009339;-0,005118;0,001896;-0,000797;0,004037;0,003258;;;
25.10.13;0,059608;-0,005089;-0,002313;0,005526;0,019134;-0,001795;0,003134;0,004395;;;
28.10.13;-0,004478;0,002956;0,008114;-0,001706;0,005158;0,001798;0,000342;0,00133;;;
29.10.13;-0,001406;0,007934;0,004599;0,000949;0,006691;0,001396;0,004431;0,005584;;;
30.10.13;0,000563;-0,001349;0,006105;-0,002465;-0,001142;-0,006571;-0,005648;-0,004876;;;
31.10.13;-0,003799;0,009121;-0,008722;-0,020152;-0,001021;-0,022049;-0,003533;-0,003839;;;
01.11.13;0,003389;0,002232;0,015302;0,01882;-0,005926;-0,00082;0,001404;0,002903;;;
04.11.13;0,011682;0,025384;-0,004145;-0,008951;-0,002878;-0,002257;0,004332;0,003571;;;
05.11.13;0,019477;-0,001194;-0,000378;-0,001729;0;-0,005141;-0,002999;-0,002806;;;
06.11.13;0,042031;0,013371;0,018168;0,002887;0,008947;0,004961;0,003015;0,004266;;;
07.11.13;-0,01781;-0,006758;-0,011152;-0,008637;-0,007672;-0,005553;-0,013879;-0,013183;;;
08.11.13;0,007467;0,008373;0,016917;0,044724;0,001289;0,032885;0,012328;0,013428;;;
11.11.13;-0,005029;0,00248;-0,001479;0,002595;0,003279;0,004606;0,000993;0,000723;;;
12.11.13;-0,006119;-0,00312;0,001481;-0,002403;0,010799;-0,012956;-0,002247;-0,00237;;;
13.11.13;0,021279;-0,000863;0,003697;0,00315;0,006959;0,009491;0,008521;0,008095;;;
14.11.13;-0,003512;0,006804;-0,005893;0,004802;-0,00874;0,004401;0,004565;0,004837;;;
15.11.13;-0,004734;0,021991;0,007781;0,00864;0,005536;0,003784;0,004422;0,004222;;;
18.11.13;-0,016939;0,001889;0,000735;0,015856;0,003263;0,007738;-0,004638;-0,003698;;;
19.11.13;-0,004839;-0,000314;-0,00698;0,007356;0,004065;0,007482;-0,003366;-0,002043;;;
20.11.13;0,009254;-0,007755;-0,00259;-0,000891;-0,005668;-0,007817;-0,0033;-0,003636;;;
21.11.13;0,00863;0,000106;-0,001855;0,019964;0,02728;0,018909;0,008668;0,008129;;;
22.11.13;0,004545;0,003379;0,006317;0,004194;-0,053904;0,013145;0,004572;0,004961;;;
25.11.13;0,001863;0,000842;-0,012925;0,003307;-0,005027;0,016791;-0,001431;-0,001263;;;
26.11.13;-0,007705;-0,008623;0,001871;-0,008326;-0,004211;-0,005254;0,001067;0,00015;;;
27.11.13;0,006693;-0,004986;0,001867;0,005422;0,010571;0,000755;0,002738;0,002485;;;
29.11.13;0,014096;-0,003412;-0,006336;-0,004523;-0,00251;-0,002451;0,00017;-0,000786;;;
02.12.13;0,008392;0,000428;0;-0,004194;-0,005872;-0,005669;-0,003649;-0,002719;;;
03.12.13;-0,003641;0,009303;-0,003751;-0,002106;-0,006329;-0,009312;-0,003714;-0,003193;;;
04.12.13;0,016445;0,002966;0,003012;0,005804;0,008068;-0,001726;-0,00095;-0,001304;;;
05.12.13;-0,02414;-0,005704;-0,007132;-0,023955;0,021904;-0,018832;-0,003511;-0,00434;;;
06.12.13;0,009474;0,016148;0,018526;0,0043;0,023083;0,008421;0,009669;0,011238;;;
09.12.13;0,008994;0,001986;0,00928;0,008027;0,004432;0,012041;0,001862;0,001817;;;
10.12.13;-0,015373;-0,001356;-0,001839;0,003362;-0,004412;-0,0071;-0,00281;-0,00318;;;
11.12.13;-0,01312;-0,01515;-0,020634;-0,011111;-0,016116;-0,019907;-0,012061;-0,011317;;;
12.12.13;-0,01037;0,01167;-0,001505;0,00428;0,002047;0,003944;-0,002551;-0,003771;;;
13.12.13;-0,01424;-0,000524;0,011304;-0,002486;-0,007356;0,001179;0,001279;-0,000101;;;
16.12.13;0,005315;0,02004;0,005216;0,004451;0,006587;-0,001373;0,006431;0,00632;;;
17.12.13;-0,009896;-0,004834;0,001853;-0,012407;0,008384;-0,004126;-0,002331;-0,003101;;;
18.12.13;0,001643;0,028837;0,014058;0,027279;0,020077;0,025054;0,014482;0,016648;;;
19.12.13;-0,009021;-0,001105;0,004743;-0,000175;-0,000398;-0,00154;-0,001016;-0,00058;;;
20.12.13;0,015172;-0,007543;0,001464;0,008212;-0,003381;0,006361;0,0069;0,004819;;;
23.12.13;-0,004891;-0,001723;0,001462;0,009359;0,010577;0,003831;0,006231;0,005318;;;
24.12.13;0,012562;0,007207;0,007664;0,000172;0,004344;0,000382;0,003465;0,002916;;;
26.12.13;0,009709;0,016932;0,007968;-0,000858;0,010617;-0,001526;0,003996;0,004745;;;
27.12.13;-0,004006;0,006046;0;-0,001031;-0,003891;-0,001719;-0,000065;-0,000337;;;
30.12.13;0;-0,011822;0,002156;-0,003268;0,009766;-0,006506;0,000276;-0,000179;;;
31.12.13;0,003218;0,008872;0,00502;0,009146;0,004062;0,00366;0,004258;0,00396;;;
02.01.14;-0,006683;-0,014328;-0,018908;0,001881;-0,006357;0,00307;-0,008755;-0,008862;;;
03.01.14;-0,006728;-0,002406;-0,000727;0,007731;-0,000388;0,021619;0,000488;-0,000333;;;
06.01.14;-0,021132;0,001507;-0,008006;0,005796;-0,012413;0,007678;-0,003352;-0,002512;;;
07.01.14;0,00775;0,014148;0,001101;-0,011525;0,00491;0,006876;0,00608;0,006082;;;
08.01.14;-0,017852;-0,003265;-0,002932;0,009431;-0,006058;0,011628;0,000165;-0,000212;;;
09.01.14;-0,006432;-0,009728;0,000368;-0,001869;-0,004719;0,007115;0,000116;0,000348;;;
10.01.14;0,014354;0,007618;-0,009552;-0,004595;0,008692;-0,008696;0,003582;0,002307;;;
13.01.14;-0,029412;-0,019598;-0,008531;-0,013507;-0,001175;-0,018275;-0,011627;-0,012576;;;
14.01.14;0,02287;0,005784;0,008979;0,000693;0,039608;0,004281;0,010251;0,010818;;;
15.01.14;0,02739;-0,00343;0,013719;0,030308;0,006035;0,019277;0,005064;0,005166;;;
16.01.14;0,003536;0,00162;-0,005121;-0,008405;-0,004874;-0,043463;-0,000258;-0,001347;;;
17.01.14;-0,013825;0,002224;-0,022794;-0,014918;-0,025999;-0,006274;-0,003458;-0,003895;;;
21.01.14;-0,005772;-0,006656;-0,01091;0,001032;-0,010058;-0,008035;0,003354;0,002774;;;
22.01.14;-0,006635;-0,006294;-0,011411;-0,009971;-0,010942;0,000964;0,001469;0,000575;;;
23.01.14;0,003479;-0,009297;-0,006541;-0,019448;-0,007112;-0,022736;-0,008152;-0,00889;;;
24.01.14;0,020802;-0,021862;-0,033695;-0,024438;-0,012734;-0,027405;-0,021111;-0,020875;;;
27.01.14;-0,021057;0,000738;0,00481;0;-0,003628;-0,010541;-0,006649;-0,004876;;;
28.01.14;0,006661;0,007691;0,015556;0,011799;0,007282;0,016185;0,007289;0,006141;;;
29.01.14;0,010753;-0,005646;-0,006677;-0,003768;-0,008835;-0,030645;-0,009927;-0,010209;;;
30.01.14;0,005456;-0,011776;0,008304;0,008464;0,002431;0,004784;0,011498;0,011267;;;
31.01.14;0,026587;-0,01947;-0,01451;-0,011429;-0,008084;-0,018012;-0,005793;-0,006465;;;
03.02.14;-0,035941;-0,022895;-0,031039;-0,018967;-0,024042;-0,022981;-0,023172;-0,022832;;;
04.02.14;-0,003564;-0,000333;0,009035;0,011784;-0,005428;0,009495;0,007607;0,007641;;;
05.02.14;-0,01458;-0,004888;-0,002035;0,004732;-0,003149;0,005986;-0,001943;-0,002028;;;
06.02.14;0,01005;0,009489;0,017537;0,023003;0,019983;0,025287;0,011902;0,01244;;;
07.02.14;0,010503;0,008686;0,009619;0,002479;0,008962;0,022591;0,012605;0,013302;;;
10.02.14;0,006564;-0,011702;-0,005558;0,002119;0,003512;-0,000405;0,001555;0,001569;;;
11.02.14;0,01019;0,014745;0,01517;0,012161;0,00741;0,006894;0,010599;0,011062;;;
12.02.14;0,007935;0,002642;-0,001573;0,001567;0,003269;0,006041;0,001161;-0,000269;;;
13.02.14;0,003736;0,003843;0,001969;0,008866;0,00611;-0,002002;0,006958;0,00581;;;
14.02.14;0,000266;0,029312;0,011792;0,002068;0,002227;-0,006819;0,004115;0,004809;;;
18.02.14;0,002127;-0,000425;-0,003497;0,005847;0,000202;-0,002827;0,003185;0,001158;;;
19.02.14;0,002405;-0,001276;-0,009747;-0,021029;-0,010501;-0,024099;-0,006844;-0,006524;;;
20.02.14;0,006398;0,015114;-0,002362;0,005589;0,009796;-0,001245;0,006445;0,006031;;;
21.02.14;0,006093;-0,003565;-0,007166;0,000521;-0,012935;0,002701;-0,000816;-0,001919;;;
24.02.14;-0,007636;0,014837;0,014034;0,00729;0,008599;0,014919;0,006175;0,006187;;;
25.02.14;-0,00398;-0,001348;-0,000791;-0,017232;-0,000406;-0,011842;-0,001267;-0,001348;;;
26.02.14;-0,001865;-0,005399;0,001187;-0,00491;0,007311;-0,001653;0,001041;0,000022;;;
27.02.14;0,010408;0,000522;0,007905;-0,001057;-0,001613;0,007657;0,004883;0,004948;;;
28.02.14;0,011886;0,004487;-0,001176;0,002293;0;-0,001232;0,001674;0,002783;;;
03.03.14;-0,013835;-0,007998;-0,013742;-0,010736;-0,010501;-0,020975;-0,006622;-0,007379;;;
04.03.14;0,016676;0,010681;0,021099;0,01868;0,00449;0,025625;0,015425;0,015268;;;
05.03.14;-0,00781;-0,028181;0,010916;0,015718;-0,00447;0,012083;0,00036;-0,000053;;;
06.03.14;0,00105;-0,000426;0,011184;0,012724;0,005306;0,005868;0,001717;0,001718;;;
07.03.14;-0,006553;0,013119;-0,003433;0,008489;0,000406;-0,001811;-0,000802;0,000538;;;
10.03.14;-0,002111;0,005369;-0,003444;-0,003367;0,008117;-0,001008;-0,001258;-0,000463;;;
11.03.14;0,005288;-0,015602;-0,005376;-0,017061;-0,004428;-0,022998;-0,005525;-0,005082;;;
12.03.14;0,006575;0,002127;-0,005405;-0,00464;0,001213;-0,009292;0,001296;0,000305;;;
13.03.14;-0,009929;-0,00605;-0,016304;-0,008633;-0,007674;-0,013547;-0,011128;-0,011701;;;
14.03.14;-0,005014;-0,001815;-0,009077;-0,010798;-0,002849;-0,009508;-0,001379;-0,002822;;;
17.03.14;0,009284;0,009094;0,012744;0,013732;0,008163;0,018131;0,008275;0,009614;;;
18.03.14;0,039422;0,004135;0,008651;0,008336;0,004858;0,00859;0,007659;0,00722;;;
19.03.14;-0,00708;-0,010347;-0,014425;0,004134;0,008058;0,016618;-0,006794;-0,006132;;;
20.03.14;0,026993;0,009069;-0,000396;0,031046;0,016187;0,026155;0,00469;0,006041;;;
21.03.14;-0,004215;-0,002855;0,005144;0,000998;-0,010029;-0,002788;-0,002865;-0,002933;;;
24.03.14;0,008466;0,003499;0,000394;0,014958;-0,001986;-0,000599;-0,006073;-0,004865;;;
25.03.14;-0,003951;0,002853;0,011413;-0,002292;0,013535;0,004995;0,003435;0,004404;;;
26.03.14;-0,013634;-0,002213;-0,003113;-0,016905;-0,003252;-0,002783;-0,008163;-0,007;;;
27.03.14;-0,010807;0,016262;0,007416;0,000334;-0,002648;-0,054027;-0,00107;-0,0019;;;
28.03.14;0,023882;0,01517;0,002712;0,002003;0,012248;-0,004215;0,004471;0,00464;;;
31.03.14;0,017122;-0,000205;0,000386;0,011159;0,007572;0,007407;0,00918;0,007924;;;
01.04.14;0,01049;0,000512;-0,000772;-0,000659;0,006818;0,004202;0,008255;0,007039;;;
02.04.14;-0,00169;0,002251;0,006571;0,003132;-0,003848;0,009205;0,002826;0,002853;;;
03.04.14;-0,008222;-0,000204;0,007296;0,002976;0,020085;-0,011609;-0,003097;-0,001126;;;
04.04.14;-0,027798;-0,00582;-0,008006;-0,014013;-0,009466;-0,011955;-0,012577;-0,012537;;;
07.04.14;-0,001756;-0,005957;-0,006533;-0,013543;0,012424;-0,011887;-0,011635;-0,01075;;;
08.04.14;0,000503;0,006923;-0,003868;-0,002542;0,016047;0,001074;0,005383;0,003751;;;
09.04.14;0,016323;-0,001231;0,007767;0,007137;0,002601;0,012017;0,011296;0,010918;;;
10.04.14;-0,027428;-0,005651;-0,014258;-0,031551;-0,020571;-0,01972;-0,020772;-0,020885;;;
11.04.14;-0,003836;-0,00062;-0,005864;-0,036585;-0,009275;-0,011897;-0,009776;-0,009487;;;
14.04.14;-0,00074;0,011787;0,011011;-0,006148;0,014519;0,043564;0,006507;0,008217;;;
15.04.14;0,014548;0,008379;0,004279;-0,002911;0,007907;0,013426;0,005175;0,006757;;;
16.04.14;0,016352;0,012769;0,011619;0,008394;0,005977;-0,002691;0,010633;0,010488;;;
17.04.14;-0,009654;0,004803;0,016845;-0,000724;0,004085;0,00083;0,002272;0,001364;;;
21.04.14;-0,00175;0,005079;0,00113;-0,003441;-0,003328;-0,007881;0,003488;0,003775;;;
22.04.14;0,001252;-0,005548;-0,000376;0,014174;-0,004082;0,003763;0,005565;0,004092;;;
23.04.14;-0,007502;0,001295;-0,00602;0,0043;-0,003353;0,007913;-0,002778;-0,002213;;;
24.04.14;0,004283;-0,004876;0,001514;0,002498;0;-0,001446;0,00072;0,001717;;;
25.04.14;0,001254;0,004;0,005291;-0,00872;-0,018318;-0,012001;-0,009465;-0,008096;;;
28.04.14;0,024054;0,007569;0,006767;-0,00377;0,002666;-0,009424;0,001083;0,003236;;;
29.04.14;-0,008808;0,002768;-0,000747;0,010993;0,005697;0,018182;0,005628;0,004761;;;
30.04.14;-0,002715;0,009463;0,004858;-0,002139;0,007931;-0,005191;0,003403;0,002992;;;
01.05.14;-0,009901;-0,009765;-0,004463;-0,004644;-0,008992;-0,002922;0,000756;-0,000143;;;
02.05.14;-0,00775;0,005917;-0,003362;-0,002513;-0,001512;-0,000628;-0,000262;-0,001348;;;
05.05.14;-0,006551;0,008823;-0,003748;-0,024469;-0,000568;-0,011523;0,001305;0,001871;;;
06.05.14;-0,009384;-0,002332;-0,014673;-0,01623;0,001146;-0,01738;-0,008722;-0,008988;;;
07.05.14;0,009345;0,004286;0,012982;0,013311;0,006489;0,007334;0,004396;0,005616;;;
08.05.14;0,005453;-0,007662;-0,003392;0,005735;-0,001138;0,009422;-0,00268;-0,001374;;;
09.05.14;-0,002523;0,003127;-0,000756;-0,006439;-0,001519;-0,003182;0,001576;0,001519;;;
12.05.14;0,010875;0,002747;0,016276;0,01185;0,002662;0,005959;0,011163;0,009673;;;
13.05.14;0,018264;0,001272;0,002607;-0,000549;0,003034;0,003173;-0,000664;0,000422;;;
14.05.14;-0,004453;-0,000684;-0,005944;-0,00476;-0,004537;-0,006326;-0,00472;-0,004701;;;
15.05.14;-0,015905;-0,014762;-0,005979;-0,015637;-0,012153;-0,012733;-0,008355;-0,009362;;;
16.05.14;0,005808;-0,000397;0,002632;-0,003738;-0,007305;-0,00172;0,003408;0,003747;;;
19.05.14;-0,002009;0,00129;-0,00225;0,009754;0,008521;0,007106;0,004289;0,003845;;;
20.05.14;-0,001761;-0,001983;-0,01165;-0,002043;0;-0,004704;-0,006935;-0,006498;;;
21.05.14;0,016885;0,013509;0,007224;0,007446;0,006144;0,006445;0,007409;0,008116;;;
22.05.14;-0,006196;-0,005195;0,000755;0,007945;-0,001908;0,00619;0,003479;0,002362;;;
23.05.14;0,000499;-0,001773;0;-0,000367;0,005315;0,003182;0,004763;0,004248;;;
27.05.14;0,001745;0,000395;0,002263;0,011187;0,016014;0,005921;0,005886;0,005988;;;
28.05.14;-0,004479;-0,00296;0,003387;0,005622;0,006365;-0,005255;-0,001313;-0,001114;;;
29.05.14;0,008248;0,002078;0,003001;0,004869;0,002976;-0,000845;0,004895;0,005367;;;
30.05.14;0,014874;-0,007307;0,00187;-0,002692;0,013353;0,006134;0,000648;0,001844;;;
02.06.14;-0,003664;-0,005869;0,001493;-0,003959;-0,002196;0,003994;0,000707;0,000728;;;
03.06.14;-0,012258;0,004503;-0,001491;0,004517;0,014674;0,009003;-0,000378;-0,000379;;;
04.06.14;0,000745;-0,003486;-0,008959;0,001439;-0,002169;-0,006433;0,002548;0,001892;;;
05.06.14;0,022073;0,005098;0,008286;0,017062;0,002174;0,015664;0,007264;0,006525;;;
06.06.14;0,006552;0,010443;0,015316;0,006004;0,018438;0,006169;0,005108;0,004628;;;
09.06.14;-0,005063;-0,000787;0,009566;0,007899;-0,00923;0,013284;0,001869;0,000939;;;
10.06.14;-0,003877;-0,000591;-0,001093;0,00836;0,011824;-0,005042;-0,000364;-0,000246;;;
11.06.14;-0,006081;0,004829;-0,009486;-0,010881;-0,010977;-0,010541;-0,00307;-0,003537;;;
12.06.14;-0,006853;-0,002844;-0,006998;-0,004016;0,001074;-0,011063;-0,005682;-0,007089;;;
13.06.14;0,016018;0,009738;0,002967;0;0,068312;-0,014087;0,003062;0,003135;;;
16.06.14;0,006549;0,00263;-0,008136;-0,00298;0,004687;0,001051;0,00141;0,000837;;;
17.06.14;0,004337;-0,004858;0,001864;0,009671;-0,001999;0,003149;0,002943;0,002173;;;
18.06.14;-0,00072;0,003027;0,000744;0,00627;-0,000668;0,002929;0,006972;0,007719;;;
19.06.14;-0,003361;-0,000973;0,009669;-0,008307;0,005346;-0,00772;0,001685;0,001277;;;
20.06.14;0,004095;0,011693;0,001485;0,004363;0,003656;-0,004626;0,002066;0,00173;;;
23.06.14;0,007438;0,005297;-0,010753;0,011121;0,000993;0,015209;0,000131;-0,000132;;;
24.06.14;-0,005835;-0,015808;-0,003748;-0,013233;0,008932;-0,005202;-0,006977;-0,006435;;;
25.06.14;0,006827;-0,005743;-0,00602;0,001916;0,012459;0,000209;0,005116;0,004897;;;
26.06.14;-0,007376;-0,001077;-0,00492;-0,002434;-0,003238;-0,012338;-0,000553;-0,001179;;;
27.06.14;0,012704;-0,008037;0,005325;0,002439;0,004873;-0,001906;0,00288;0,001911;;;
30.06.14;-0,013018;-0,005237;-0,005675;0,001564;-0,00097;-0,000849;0,001031;-0,000372;;;
01.07.14;0,004077;0,006754;0,004566;0,006074;0,002589;0,007643;0,006791;0,006678;;;
02.07.14;0,000717;0,002072;0,007955;-0,010422;0;0,011589;-0,000308;0,000659;;;
03.07.14;-0,002387;0,010042;0,009395;0,001404;0,005165;0,004791;0,00496;0,00548;;;
07.07.14;0,004546;0,000585;-0,004095;-0,006661;-0,003532;-0,00539;-0,006099;-0,003924;;;
08.07.14;-0,005001;0,001754;-0,014206;-0,016058;-0,007734;-0,011672;-0,007339;-0,007049;;;
09.07.14;-0,002633;0,007002;-0,001896;0,004663;0,003248;-0,000843;0,004472;0,004644;;;
10.07.14;0,00036;-0,009464;-0,004559;-0,008211;0,011978;-0,010131;-0,004848;-0,004131;;;
11.07.14;0,009716;-0,008092;0,013359;0,00432;-0,00032;0,002132;0,000774;0,001471;;;
14.07.14;0,001188;0,009239;0,004143;0,008781;0,00768;0,030213;0,004556;0,004844;;;
15.07.14;0,007356;-0,002824;-0,001875;0,035175;0,006986;0,017968;-0,00329;-0,001932;;;
16.07.14;0,038398;0,013478;0,015408;0,007551;0,092715;0,010753;0,003758;0,004201;;;
17.07.14;0,010209;-0,01407;-0,015174;-0,014478;-0,027417;-0,012846;-0,010957;-0,011834;;;
18.07.14;0,003593;0,004105;-0,005637;0,006395;0;0,007727;0,010248;0,010265;;;
21.07.14;0,003245;0,003407;-0,018141;0,000172;0,010683;-0,004237;-0,002167;-0,00232;;;
22.07.14;-0,000111;0,004463;0,00154;0,007383;0,021436;0,005066;0,005099;0,005016;;;
23.07.14;0,000892;0,006857;-0,004228;0,005625;-0,008339;0,011694;0,001853;0,001754;;;
24.07.14;-0,010475;0,000288;0,001158;0,002881;-0,007246;-0,001794;0,000243;0,000488;;;
25.07.14;0,002252;-0,010549;-0,005783;-0,002704;0;-0,001198;-0,005026;-0,004849;;;
28.07.14;-0,01191;0,011533;-0,007755;0,00305;-0,000584;-0,006596;-0,000499;0,000288;;;
29.07.14;-0,001933;-0,007857;-0,005471;-0,009292;-0,001169;-0,005634;-0,00366;-0,004528;;;
30.07.14;-0,006984;-0,002897;0,007466;0,004604;0,00468;0,011736;0,000527;0,000061;;;
31.07.14;-0,009603;-0,041743;-0,019111;-0,021049;-0,013392;-0,0216;-0,019351;-0,019999;;;
01.08.14;-0,006951;-0,001415;0,007952;-0,020635;-0,004279;-0,016561;-0,003453;-0,002859;;;
04.08.14;0,011899;0,013461;-0,003156;0,00301;0,009038;0,00499;0,007131;0,007189;;;
05.08.14;-0,006687;-0,019275;-0,009893;-0,010415;-0,029515;-0,009309;-0,008871;-0,009685;;;
06.08.14;-0,007892;0,007943;0,016787;0,003032;0,000762;0,00522;0,000306;0,000016;;;
07.08.14;0,011465;-0,007173;0,002358;-0,005691;-0,005024;-0,001662;-0,004897;-0,005557;;;
08.08.14;-0,000694;0,014959;0,006275;0,007691;-0,002448;0,008115;0,010292;0,011531;;;
11.08.14;0;-0,003208;0,005066;-0,000355;0,012883;-0,001238;0,004763;0,002759;;;
12.08.14;0,007407;-0,002431;-0,006979;0,000533;0,003331;0,001033;-0,002197;-0,001637;;;
13.08.14;0,012868;0,006092;0,00859;0,006566;0,029279;0,0064;0,006619;0,006707;;;
14.08.14;0,00431;0;0,001936;0,004584;-0,004692;0,007795;0,004201;0,004346;;;
15.08.14;0,011746;-0,000605;-0,009274;-0,004036;0,006777;-0,008345;0,000297;-0,000061;;;
18.08.14;0,007144;0,004948;0,016771;0,008458;0,007024;0,016215;0,008512;0,008532;;;
